{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.32610195389981556 + 0.*I, 0.08137404442378761 + 0.*I, 0.07274640539278732 + 0.*I, 0.25907046358679686 + 0.*I, 0.05413890266039445 + 0.*I, 0.004096989136792573 + 0.*I, 0.00016381153100653023 + 0.*I, 4.077608184438475*^-6 + 0.*I, 6.881422098814484*^-8 + 0.*I, 1.2362200152438163*^-8 + 0.*I, 1.502540092346294*^-7 + 0.*I, 6.871553992482405*^-7 + 0.*I, 2.5100319600568355*^-7 + 0.*I, 4.3606600552692504*^-7 + 0.*I, 2.5727160402055915*^-7 + 0.*I, 3.440338014470968*^-7 + 0.*I, 6.06043881745677*^-8 + 0.*I, 4.1882053380959405*^-9 + 0.*I, 1.572075802869222*^-10 + 0.*I, 4.796163466380677*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.32904577616619246 + 0.*I, 0.09505503582920571 + 0.*I, 0.08623186531180327 + 0.*I, 0.2593935119819868 + 0.*I, 0.05625796062700417 + 0.*I, 0.004386105991183165 + 0.*I, 0.00018033306399267704 + 0.*I, 4.612233617251605*^-6 + 0.*I, 7.994360728957872*^-8 + 0.*I, 1.3905387952206638*^-8 + 0.*I, 1.647878056232344*^-7 + 0.*I, 7.284670200391475*^-7 + 0.*I, 2.3209181243544208*^-7 + 0.*I, 4.4725918524335384*^-7 + 0.*I, 2.572897894737025*^-7 + 0.*I, 3.6516738521896746*^-7 + 0.*I, 6.645060057763885*^-8 + 0.*I, 4.725997371224366*^-9 + 0.*I, 1.8220980280148072*^-10 + 0.*I, 5.417888360170764*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.3318104484207885 + 0.*I, 0.10834288741661258 + 0.*I, 0.09933337536338627 + 0.*I, 0.2594973138098089 + 0.*I, 0.05840969080219694 + 0.*I, 0.004690388125405676 + 0.*I, 0.00019824083381525526 + 0.*I, 5.2079816015293545*^-6 + 0.*I, 9.268399381312521*^-8 + 0.*I, 1.5611001380477774*^-8 + 0.*I, 1.8045920313625177*^-7 + 0.*I, 7.712126048886604*^-7 + 0.*I, 2.1073680578354015*^-7 + 0.*I, 4.581860002517147*^-7 + 0.*I, 2.565963885814427*^-7 + 0.*I, 3.870947784534451*^-7 + 0.*I, 7.275220426095075*^-8 + 0.*I, 5.3236082209195965*^-9 + 0.*I, 2.106093077713922*^-10 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.3343924476056026 + 0.*I, 0.12122811189581029 + 0.*I, 0.11204242717959279 + 0.*I, 0.2593803678565987 + 0.*I, 0.0605924805124003 + 0.*I, 0.0050103073460094905 + 0.*I, 0.00021762661959190413 + 0.*I, 5.870808394980998*^-6 + 0.*I, 1.072414157476942*^-7 + 0.*I, 1.7492207682323627*^-8 + 0.*I, 1.9733339406968753*^-7 + 0.*I, 8.153709929459297*^-7 + 0.*I, 1.868386112491294*^-7 + 0.*I, 4.688151866716339*^-7 + 0.*I, 2.55159005035921*^-7 + 0.*I, 4.098130057528238*^-7 + 0.*I, 7.953619984846229*^-8 + 0.*I, 5.986411366620814*^-9 + 0.*I, 2.431832513138943*^-10 + 0.*I, 7.394085344003543*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.33678843861439933 + 0.*I, 0.13370169477500138 + 0.*I, 0.12435100895058505 + 0.*I, 0.2590414650754047 + 0.*I, 0.06280463375860634 + 0.*I, 0.005346333557398887 + 0.*I, 0.00023858646940322362 + 0.*I, 6.607145586201568*^-6 + 0.*I, 1.238448010809634*^-7 + 0.*I, 1.9563417552603827*^-8 + 0.*I, 2.1547821305034634*^-7 + 0.*I, 8.609150059513127*^-7 + 0.*I, 1.6029941818374027*^-7 + 0.*I, 4.791149921246074*^-7 + 0.*I, 2.52944798440069*^-7 + 0.*I, 4.333170045001111*^-7 + 0.*I, 8.682898844369902*^-8 + 0.*I, 6.720402012660998*^-9 + 0.*I, 2.8019808695489706*^-10 + 0.*I, 8.393286066166183*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.33899527745260283 + 0.*I, 0.14575510196279673 + 0.*I, 0.1362516119373991 + 0.*I, 0.25847969010819316 + 0.*I, 0.06504437254939432 + 0.*I, 0.005698933859599188 + 0.*I, 0.0002612207870011929 + 0.*I, 7.423932202321737*^-6 + 0.*I, 1.4274819104542757*^-7 + 0.*I, 2.183919711740145*^-8 + 0.*I, 2.349633820841746*^-7 + 0.*I, 9.078116036675965*^-7 + 0.*I, 1.3102401386078102*^-7 + 0.*I, 4.890541971391826*^-7 + 0.*I, 2.499225937313554*^-7 + 0.*I, 4.575989809296743*^-7 + 0.*I, 9.465859207580253*^-8 + 0.*I, 7.531797407978047*^-9 + 0.*I, 3.220090860622804*^-10 + 0.*I, 9.414691248821327*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.34101001417521376 + 0.*I, 0.15738028678899954 + 0.*I, 0.1477372363391849 + 0.*I, 0.2576944223971811 + 0.*I, 0.06730983838580952 + 0.*I, 0.006068571625217345 + 0.*I, 0.0002856344175850012 + 0.*I, 8.32864319733062*^-6 + 0.*I, 1.6423280513322427*^-7 + 0.*I, 2.4335400361508164*^-8 + 0.*I, 2.5586019969381374*^-7 + 0.*I, 9.560207958614344*^-7 + 0.*I, 9.891900631942009*^-8 + 0.*I, 4.986013824037627*^-7 + 0.*I, 2.4606201520782633*^-7 + 0.*I, 4.826489874432127*^-7 + 0.*I, 1.0305338804528219*^-7 + 0.*I, 8.427814002232026*^-9 + 0.*I, 3.6979308504214714*^-10 + 0.*I, 1.1013412404281553*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.3428298956045906 + 0.*I, 0.16856969643241904 + 0.*I, 0.15880139651041073 + 0.*I, 0.256685336878415 + 0.*I, 0.06959909389898657 + 0.*I, 0.0064557055553970955 + 0.*I, 0.0003119367232073955 + 0.*I, 9.329322403495155*^-6 + 0.*I, 1.8860979444923487*^-7 + 0.*I, 2.7067814656334125*^-8 + 0.*I, 2.7824198500781*^-7 + 0.*I, 1.005496597095146*^-6 + 0.*I, 6.389460072142584*^-8 + 0.*I, 5.077251952201323*^-7 + 0.*I, 2.413339972306972*^-7 + 0.*I, 5.084542120670221*^-7 + 0.*I, 1.120427972622906*^-7 + 0.*I, 9.41560163170152*^-9 + 0.*I, 4.236166972759748*^-10 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.3444523678165945 + 0.*I, 0.17931627776039963 + 0.*I, 0.16943812552219217 + 0.*I, 0.25545240426378957 + 0.*I, 0.07191012463898529 + 0.*I, 0.0068607887137917 + 0.*I, 0.00034024165980195425 + 0.*I, 0.000010434614217125217 + 0.*I, 2.1622339474447472*^-7 + 0.*I, 3.005320436955117*^-8 + 0.*I, 3.021839889427725*^-7 + 0.*I, 1.0561858054813913*^-6 + 0.*I, 2.5863799990588635*^-8 + 0.*I, 5.163949934328116*^-7 + 0.*I, 2.357117834250744*^-7 + 0.*I, 5.349994003367442*^-7 + 0.*I, 1.2165699558863707*^-7 + 0.*I, 1.0503398151229248*^-8 + 0.*I, 4.846123502488808*^-10 + 0.*I, 1.4810375148499588*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.3458750784018028 + 0.*I, 0.18961348256378852 + 0.*I, 0.17964197906779056 + 0.*I, 0.2539958909081985 + 0.*I, 0.07424084100939866 + 0.*I, 0.007284267545792923 + 0.*I, 0.00037066784159822674 + 0.*I, 0.000011653797993282923 + 0.*I, 2.4745179239005216*^-7 + 0.*I, 3.330939968293479*^-8 + 0.*I, 3.2776261704725584*^-7 + 0.*I, 1.108028402363459*^-6 + 0.*I, 1.5256196306268066*^-8 + 0.*I, 5.245800016595581*^-7 + 0.*I, 2.2916879505174848*^-7 + 0.*I, 5.622651899628296*^-7 + 0.*I, 1.3192640313519632*^-7 + 0.*I, 1.1698797486303647*^-8 + 0.*I, 5.536016089990882*^-10 + 0.*I, 1.7186252421197423*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.34709587849401924 + 0.*I, 0.19945527219660253 + 0.*I, 0.1894080387043973 + 0.*I, 0.2523163582627941 + 0.*I, 0.0765890803504199 + 0.*I, 0.007726580877998047 + 0.*I, 0.00040333860620300754 + 0.*I, 0.000012996823994804174 + 0.*I, 2.827129863547384*^-7 + 0.*I, 3.685420857379995*^-8 + 0.*I, 3.5505680617831104*^-7 + 0.*I, 1.160956597523466*^-6 + 0.*I, 5.9544813524325946*^-8 + 0.*I, 5.322503993099305*^-7 + 0.*I, 2.2168080704432214*^-7 + 0.*I, 5.902309974104014*^-7 + 0.*I, 1.4288239480464426*^-7 + 0.*I, 1.3011192123713045*^-8 + 0.*I, 6.313838341043265*^-10 + 0.*I, 2.0006218903745324*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.34811282456721493 + 0.*I, 0.2088361216029844 + 0.*I, 0.19873191443740001 + 0.*I, 0.25041466191879636 + 0.*I, 0.07895260916399582 + 0.*I, 0.008188158904398612 + 0.*I, 0.00043838206820190356 + 0.*I, 0.000014474348186688246 + 0.*I, 3.2246618708597907*^-7 + 0.*I, 4.070641601572334*^-8 + 0.*I, 3.8414600389558023*^-7 + 0.*I, 1.2148962058589066*^-6 + 0.*I, 1.0707659203745834*^-7 + 0.*I, 5.393758106819746*^-7 + 0.*I, 2.1322539289769793*^-7 + 0.*I, 6.188719980926295*^-7 + 0.*I, 1.5455661195318274*^-7 + 0.*I, 1.4450196594850695*^-8 + 0.*I, 7.188027950633114*^-10 + 0.*I, 2.3203661214665772*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.3489241799993881 + 0.*I, 0.21775102274099736 + 0.*I, 0.20760974663880385 + 0.*I, 0.24829195023858827 + 0.*I, 0.08132912547900162 + 0.*I, 0.008669422157403517 + 0.*I, 0.0004759311710067493 + 0.*I, 0.00001609777040556537 + 0.*I, 3.672154136324935*^-7 + 0.*I, 4.4884007621703865*^-8 + 0.*I, 4.151108123906511*^-7 + 0.*I, 1.2697640050518544*^-6 + 0.*I, 1.5792200880326845*^-7 + 0.*I, 5.459284135866938*^-7 + 0.*I, 2.0378201348592031*^-7 + 0.*I, 6.481610137498706*^-7 + 0.*I, 1.6698200600018254*^-7 + 0.*I, 1.602540322664936*^-8 + 0.*I, 8.167910792167277*^-10 + 0.*I, 2.7200464103316335*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.3495284164007906 + 0.*I, 0.2261954873945982 + 0.*I, 0.21603820730700107 + 0.*I, 0.24594966258479903 + 0.*I, 0.08371626135499356 + 0.*I, 0.009170780469403008 + 0.*I, 0.0005161237266015917 + 0.*I, 0.000017879272995457995 + 0.*I, 4.175140011497547*^-7 + 0.*I, 4.940778897122299*^-8 + 0.*I, 4.480338100520953*^-7 + 0.*I, 1.3254698005837895*^-6 + 0.*I, 2.1214561218840802*^-7 + 0.*I, 5.51879408838829*^-7 + 0.*I, 1.9333139533728175*^-7 + 0.*I, 6.780670025463564*^-7 + 0.*I, 1.8019059577767393*^-7 + 0.*I, 1.7747403546763962*^-8 + 0.*I, 9.266143408126483*^-10 + 0.*I, 3.11972669919669*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.3499242147084081 + 0.*I, 0.2341655493762085 + 0.*I, 0.2240145006622063 + 0.*I, 0.24338952714220152 + 0.*I, 0.08611158551878885 + 0.*I, 0.009692631922186834 + 0.*I, 0.0005591024534012946 + 0.*I, 0.00001983186179721486 + 0.*I, 4.739683978627341*^-7 + 0.*I, 5.429519056576738*^-8 + 0.*I, 4.829976196774056*^-7 + 0.*I, 1.3819151822858091*^-6 + 0.*I, 2.6980759848527214*^-7 + 0.*I, 5.57201818018882*^-7 + 0.*I, 1.8185781769375356*^-7 + 0.*I, 7.085568132225718*^-7 + 0.*I, 1.9421659835927585*^-7 + 0.*I, 1.9627988123716023*^-8 + 0.*I, 1.049782483164563*^-9 + 0.*I, 3.599343045834758*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.350110466043807 + 0.*I, 0.24165776611639878 + 0.*I, 0.2315363630876144 + 0.*I, 0.24061355834199546 + 0.*I, 0.0885126061316077 + 0.*I, 0.010235361786792296 + 0.*I, 0.0006050150005876276 + 0.*I, 0.000021969404206956256 + 0.*I, 5.372416067572773*^-7 + 0.*I, 5.9566995780357956*^-8 + 0.*I, 5.200861963317039*^-7 + 0.*I, 1.4389933911118646*^-6 + 0.*I, 3.3096219098638363*^-7 + 0.*I, 5.618697951348396*^-7 + 0.*I, 1.693466034069502*^-7 + 0.*I, 7.395928092179815*^-7 + 0.*I, 2.0909320941342457*^-7 + 0.*I, 2.1678792094803612*^-8 + 0.*I, 1.1872058891526649*^-9 + 0.*I, 4.1389114358025836*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.35008627233481526 + 0.*I, 0.24866921964858957 + 0.*I, 0.23860206241059778 + 0.*I, 0.23762405389078367 + 0.*I, 0.09091677368380235 + 0.*I, 0.010799341460998592 + 0.*I, 0.0006540139701805003 + 0.*I, 0.000024306673007679087 + 0.*I, 6.080592029888976*^-7 + 0.*I, 6.524198958857141*^-8 + 0.*I, 5.593836061024149*^-7 + 0.*I, 1.496588808436172*^-6 + 0.*I, 3.956569960550383*^-7 + 0.*I, 5.658580048972795*^-7 + 0.*I, 1.5578660583770443*^-7 + 0.*I, 7.711353999795278*^-7 + 0.*I, 2.2485460160481807*^-7 + 0.*I, 2.3912805069414847*^-8 + 0.*I, 1.341216027128667*^-9 + 0.*I, 4.8006043584791775*^-11 + 0.*I, 2.2204460492503135*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.3498509467035893 + 0.*I, 0.25519751697740123 + 0.*I, 0.24521039653619958 + 0.*I, 0.2344235914097936 + 0.*I, 0.09332148401079988 + 0.*I, 0.011384927398006008 + 0.*I, 0.0007062569252092032 + 0.*I, 0.000026859389001820947 + 0.*I, 6.872119984180358*^-7 + 0.*I, 7.133980073348313*^-8 + 0.*I, 6.009754027758163*^-7 + 0.*I, 1.5545787990234317*^-6 + 0.*I, 4.6393360264573863*^-7 + 0.*I, 5.691423998754886*^-7 + 0.*I, 1.4116778856987366*^-7 + 0.*I, 8.031401987906862*^-7 + 0.*I, 2.415345923267865*^-7 + 0.*I, 2.6342794612332913*^-8 + 0.*I, 1.5122125773814332*^-9 + 0.*I, 5.5000448639930255*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.3494040136153842 + 0.*I, 0.26124078984999244 + 0.*I, 0.2513606914290145 + 0.*I, 0.23101502469180524 + 0.*I, 0.0957240814283944 + 0.*I, 0.01199246003378285 + 0.*I, 0.0007619063937980287 + 0.*I, 0.000029644264598616132 + 0.*I, 7.755631914463379*^-7 + 0.*I, 7.787859246377593*^-8 + 0.*I, 6.449456080304118*^-7 + 0.*I, 1.6128308022445026*^-6 + 0.*I, 5.358272048283653*^-7 + 0.*I, 5.717009976535792*^-7 + 0.*I, 1.254842008080459*^-7 + 0.*I, 8.355607983290271*^-7 + 0.*I, 2.5916822021798685*^-7 + 0.*I, 2.898339346302237*^-8 + 0.*I, 1.7030155063935126*^-9 + 0.*I, 6.341593916658894*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.348745208797796 + 0.*I, 0.26679769391559915 + 0.*I, 0.2570527984569804 + 0.*I, 0.22740147957580617 + 0.*I, 0.09812186198219221 + 0.*I, 0.012622262713390954 + 0.*I, 0.0008211298607951889 + 0.*I, 0.00003267904979953329 + 0.*I, 8.740523860240048*^-7 + 0.*I, 8.487679448165865*^-8 + 0.*I, 6.913795980167948*^-7 + 0.*I, 1.6712042194555467*^-6 + 0.*I, 6.113656025874548*^-7 + 0.*I, 5.735125929717811*^-7 + 0.*I, 1.0873160150026707*^-7 + 0.*I, 8.68346816673693*^-7 + 0.*I, 2.777889918093024*^-7 + 0.*I, 3.184921215648728*^-8 + 0.*I, 1.91500149071544*^-9 + 0.*I, 7.240874566605272*^-11 + 0.*I, 2.997602166487923*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.34787447892219436 + 0.*I, 0.2718674072907934 + 0.*I, 0.2622870910976127 + 0.*I, 0.22358634945458533 + 0.*I, 0.10051207680499274 + 0.*I, 0.013274640618399227 + 0.*I, 0.0008840997510084493 + 0.*I, 0.00003598257678483208 + 0.*I, 9.837023862147023*^-7 + 0.*I, 9.235121556372407*^-8 + 0.*I, 7.403614166179296*^-7 + 0.*I, 1.729549392592844*^-6 + 0.*I, 6.905692018221999*^-7 + 0.*I, 5.74558201016373*^-7 + 0.*I, 9.0908991445815*^-8 + 0.*I, 9.014442081678452*^-7 + 0.*I, 2.9743238982860026*^-7 + 0.*I, 3.4956193495361276*^-8 + 0.*I, 2.1505908165408982*^-9 + 0.*I, 8.339995360984176*^-11 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.34679198105460607 + 0.*I, 0.2764496285259988 + 0.*I, 0.2670644610175854 + 0.*I, 0.21957329041479848 + 0.*I, 0.10289193557879717 + 0.*I, 0.013949879697605638 + 0.*I, 0.0009509934034035439 + 0.*I, 0.000039574807408904185 + 0.*I, 1.1056229931583061*^-6 + 0.*I, 1.0031879771332798*^-7 + 0.*I, 7.919751965346223*^-7 + 0.*I, 1.7877084035333723*^-6 + 0.*I, 7.734507923018441*^-7 + 0.*I, 5.748191922450019*^-7 + 0.*I, 7.201739204987234*^-8 + 0.*I, 9.34795796325716*^-7 + 0.*I, 3.1813158773985606*^-7 + 0.*I, 3.8320391304580426*^-8 + 0.*I, 2.411804089774705*^-9 + 0.*I, 9.519052213136092*^-11 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.34549808187600567 + 0.*I, 0.28054457398358773 + 0.*I, 0.2713863135292094 + 0.*I, 0.21536621602480382 + 0.*I, 0.10525861009800241 + 0.*I, 0.014648245602000287 + 0.*I, 0.0010219930332011629 + 0.*I, 0.000043476881406157026 + 0.*I, 1.2410209970781239*^-6 + 0.*I, 1.0879359635396214*^-7 + 0.*I, 8.463044043338642*^-7 + 0.*I, 1.8455139860762415*^-6 + 0.*I, 8.600155920746034*^-7 + 0.*I, 5.74279801490718*^-7 + 0.*I, 5.2062398836483226*^-8 + 0.*I, 9.683414070593699*^-7 + 0.*I, 3.399212022969778*^-7 + 0.*I, 4.195921388117086*^-8 + 0.*I, 2.7007951430846337*^-9 + 0.*I, 1.0880185641326534*^-10 + 0.*I, 3.996802888650564*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.3439933566713904 + 0.*I, 0.2841529746318016 + 0.*I, 0.27525456243739926 + 0.*I, 0.21096929176878113 + 0.*I, 0.10760923792481059 + 0.*I, 0.01536998262678946 + 0.*I, 0.0010972856868018967 + 0.*I, 0.00004771116439705735 + 0.*I, 1.391203396927665*^-6 + 0.*I, 1.177882014147258*^-7 + 0.*I, 9.034303971588997*^-7 + 0.*I, 1.902790591756798*^-6 + 0.*I, 9.502602038580222*^-7 + 0.*I, 5.729261953746345*^-7 + 0.*I, 3.105160573113608*^-8 + 0.*I, 1.0020168028646026*^-6 + 0.*I, 3.628350064843744*^-7 + 0.*I, 4.589040258906607*^-8 + 0.*I, 3.020605987558156*^-9 + 0.*I, 1.2418954753457004*^-10 + 0.*I, 4.39648317751562*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.3422785880951907 + 0.*I, 0.2872760722587797 + 0.*I, 0.27867162428438785 + 0.*I, 0.2063869291468068 + 0.*I, 0.10994092613418883 + 0.*I, 0.016115312663789187 + 0.*I, 0.0011770631809904233 + 0.*I, 0.000052301298003598624 + 0.*I, 1.5575864154016017*^-6 + 0.*I, 1.2731338205895781*^-7 + 0.*I, 9.634330000451996*^-7 + 0.*I, 1.959353013170073*^-6 + 0.*I, 1.0441731923549469*^-6 + 0.*I, 5.707468053728348*^-7 + 0.*I, 8.995604261485823*^-9 + 0.*I, 1.0357551927242525*^-6 + 0.*I, 3.869065956507712*^-7 + 0.*I, 5.0133608375801955*^-8 + 0.*I, 3.374012180756836*^-9 + 0.*I, 1.415978445606925*^-10 + 0.*I, 5.195843755245733*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.34035476470859477 + 0.*I, 0.2899156151147997 + 0.*I, 0.28164041200100515 + 0.*I, 0.20162377943939713 + 0.*I, 0.11225075513980888 + 0.*I, 0.01688443416221208 + 0.*I, 0.0012615220362111046 + 0.*I, 0.00005727224781093554 + 0.*I, 1.7417022046828379*^-6 + 0.*I, 1.3737719850581698*^-7 + 0.*I, 1.0263919936193133*^-6 + 0.*I, 2.0150082047365463*^-6 + 0.*I, 1.1417337963948173*^-6 + 0.*I, 5.677301961881654*^-7 + 0.*I, 1.4091394717752339*^-8 + 0.*I, 1.0694855889781252*^-6 + 0.*I, 4.121684105129475*^-7 + 0.*I, 5.470779385063907*^-8 + 0.*I, 3.763811484702728*^-9 + 0.*I, 1.6140422332000526*^-10 + 0.*I, 5.995204332975846*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.33822307929698425 + 0.*I, 0.2920738529973877 + 0.*I, 0.284164327978198 + 0.*I, 0.19668472715721474 + 0.*I, 0.11453578260258725 + 0.*I, 0.01767752110659604 + 0.*I, 0.0013508633946113235 + 0.*I, 0.00006265035739083659 + 0.*I, 1.9452074173642586*^-6 + 0.*I, 1.4798480219013754*^-7 + 0.*I, 1.092383383749507*^-6 + 0.*I, 2.0695542168880365*^-6 + 0.*I, 1.2429134166325186*^-6 + 0.*I, 5.638700173449251*^-7 + 0.*I, 3.819180527386834*^-8 + 0.*I, 1.1031348057244372*^-6 + 0.*I, 4.386531804456696*^-7 + 0.*I, 5.963460836255764*^-8 + 0.*I, 4.193800862140052*^-9 + 0.*I, 1.8338663920758338*^-10 + 0.*I, 6.794564910705959*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.3358849269671893 + 0.*I, 0.2937535317760087 + 0.*I, 0.2862472565686059 + 0.*I, 0.19157488317440574 + 0.*I, 0.11679304740419562 + 0.*I, 0.01849472200621261 + 0.*I, 0.0014452929289809902 + 0.*I, 0.00006846339619670516 + 0.*I, 2.169889801173497*^-6 + 0.*I, 1.5913781403753546*^-7 + 0.*I, 1.1614808004267731*^-6 + 0.*I, 2.1227801960677084*^-6 + 0.*I, 1.3476729954220446*^-6 + 0.*I, 5.59159807345111*^-7 + 0.*I, 6.328519930320908*^-8 + 0.*I, 1.1366251939648466*^-6 + 0.*I, 4.663920138980871*^-7 + 0.*I, 6.493479087765763*^-8 + 0.*I, 4.666800279551353*^-9 + 0.*I, 2.0798918143327683*^-10 + 0.*I, 7.394085344003543*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
