{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.19109142335779208 + 0.*I, 0.16250366836718655 + 0.*I, 0.1871668613349975 + 0.*I, 0.001759396317391193 + 0.*I, 0.15718902696679748 + 0.*I, 0.052229410257997884 + 0.*I, 0.007445857217991404 + 0.*I, 0.0006147738029982365 + 0.*I, 0.0000332612993814152 + 0.*I, 3.9648981875473055*^-7 + 0.*I, 4.655901397754293*^-6 + 0.*I, 1.8902899912021098*^-6 + 0.*I, 5.415997583746447*^-6 + 0.*I, 1.3062280146414196*^-7 + 0.*I, 1.0117215953897585*^-6 + 0.*I, 1.6063160135360022*^-6 + 0.*I, 1.9013391971967053*^-6 + 0.*I, 5.123542035079254*^-7 + 0.*I, 6.56015908262475*^-8 + 0.*I, 5.019407112172303*^-9 + 0.*I, 2.5921487178948155*^-10 + 0.*I, 1.0591527654923993*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.18407913198059678 + 0.*I, 0.15320454096519054 + 0.*I, 0.179775887473399 + 0.*I, 0.008841610632415177 + 0.*I, 0.15731566107199949 + 0.*I, 0.05367898302399699 + 0.*I, 0.007803774442005641 + 0.*I, 0.0006557449627964119 + 0.*I, 0.00003607525980164894 + 0.*I, 3.683073845905938*^-7 + 0.*I, 4.821742982663579*^-6 + 0.*I, 1.7739341995337556*^-6 + 0.*I, 5.561637594908575*^-6 + 0.*I, 1.1240901542919347*^-7 + 0.*I, 1.0411030038071092*^-6 + 0.*I, 1.5887576143569504*^-6 + 0.*I, 1.972405994088433*^-6 + 0.*I, 5.435399907938178*^-7 + 0.*I, 7.089719922248605*^-8 + 0.*I, 5.518208112675893*^-9 + 0.*I, 2.8939073359879336*^-10 + 0.*I, 1.1790568521519164*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.17698478030840906 + 0.*I, 0.1437063650274073 + 0.*I, 0.17224106550759458 + 0.*I, 0.015871810737611014 + 0.*I, 0.15733635873860233 + 0.*I, 0.05514049077841588 + 0.*I, 0.008174314124986815 + 0.*I, 0.0006989967920034703 + 0.*I, 0.00003909842301030864 + 0.*I, 3.3293241497034387*^-7 + 0.*I, 4.9891627940112934*^-6 + 0.*I, 1.6471263908357512*^-6 + 0.*I, 5.7049155843813546*^-6 + 0.*I, 9.468019701586174*^-8 + 0.*I, 1.0693477880963087*^-6 + 0.*I, 1.5678737863566994*^-6 + 0.*I, 2.0446224047176997*^-6 + 0.*I, 5.762117893937102*^-7 + 0.*I, 7.656060230232244*^-8 + 0.*I, 6.061617874308922*^-9 + 0.*I, 3.2338576261281565*^-10 + 0.*I, 1.3589129821411918*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.16981415196040128 + 0.*I, 0.1340222137747871 + 0.*I, 0.1645751705809939 + 0.*I, 0.022842473223616544 + 0.*I, 0.15724974792501456 + 0.*I, 0.05661292807259688 + 0.*I, 0.008557702465195051 + 0.*I, 0.0007446282042078424 + 0.*I, 0.0000423440848162926 + 0.*I, 2.8951561148460314*^-7 + 0.*I, 5.157887206230782*^-6 + 0.*I, 1.509580194181126*^-6 + 0.*I, 5.845516004576723*^-6 + 0.*I, 7.753060415893743*^-8 + 0.*I, 1.0963575824973761*^-6 + 0.*I, 1.54357620019141*^-6 + 0.*I, 2.117925790301456*^-6 + 0.*I, 6.104151850649941*^-7 + 0.*I, 8.261240580509366*^-8 + 0.*I, 6.652212114488521*^-9 + 0.*I, 3.606004383982509*^-10 + 0.*I, 1.518785097687214*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.16257307805060406 + 0.*I, 0.12416525257241684 + 0.*I, 0.156791002245793 + 0.*I, 0.029746165204391772 + 0.*I, 0.15705456674279805 + 0.*I, 0.05809525160180851 + 0.*I, 0.008954160116214638 + 0.*I, 0.0007927408749885957 + 0.*I, 0.000045826231209744606 + 0.*I, 2.37134600844513*^-7 + 0.*I, 5.327619789774474*^-6 + 0.*I, 1.3610174098843686*^-6 + 0.*I, 5.9831205989624445*^-6 + 0.*I, 6.105678185264197*^-8 + 0.*I, 1.1220343987261572*^-6 + 0.*I, 1.515781611338696*^-6 + 0.*I, 2.1922504034321832*^-6 + 0.*I, 6.461960078141261*^-7 + 0.*I, 8.907461435114783*^-8 + 0.*I, 7.294387316392204*^-9 + 0.*I, 4.015898724674117*^-10 + 0.*I, 1.7208456881689926*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.15526743092939554 + 0.*I, 0.11414872326260818 + 0.*I, 0.14890136818199728 + 0.*I, 0.03657555384881662 + 0.*I, 0.1567496660234147 + 0.*I, 0.05958638075060918 + 0.*I, 0.009363901692993615 + 0.*I, 0.0008434392452016938 + 0.*I, 0.000049559561388079494 + 0.*I, 1.747898048520824*^-7 + 0.*I, 5.498043398333153*^-6 + 0.*I, 1.201169186337836*^-6 + 0.*I, 6.11740900158253*^-6 + 0.*I, 4.535760655954846*^-8 + 0.*I, 1.1462800042494339*^-6 + 0.*I, 1.4844105944433752*^-6 + 0.*I, 2.267524390475728*^-6 + 0.*I, 6.835989996289983*^-7 + 0.*I, 9.596961003666138*^-8 + 0.*I, 7.991807216001234*^-9 + 0.*I, 4.4682035849064055*^-10 + 0.*I, 1.9184653865522708*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.14790311791439417 + 0.*I, 0.10398592851281752 + 0.*I, 0.14091906802240486 + 0.*I, 0.04332341573720644 + 0.*I, 0.1563340117443968 + 0.*I, 0.06108519820280379 + 0.*I, 0.00978713527519659 + 0.*I, 0.00089683051960332 + 0.*I, 0.00005355951639973711 + 0.*I, 1.0139880046722283*^-7 + 0.*I, 5.668817015802575*^-6 + 0.*I, 1.0297757979671474*^-6 + 0.*I, 6.2480579821055934*^-6 + 0.*I, 3.053541863806686*^-8 + 0.*I, 1.1689963885785917*^-6 + 0.*I, 1.4493881872468253*^-6 + 0.*I, 2.34367198981289*^-6 + 0.*I, 7.226706122409611*^-7 + 0.*I, 1.0332199540386*^-7 + 0.*I, 8.748601842967219*^-9 + 0.*I, 4.970024392036976*^-10 + 0.*I, 2.1382895454280518*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.14048607501560006 + 0.*I, 0.0936902162006037 + 0.*I, 0.13285687730300033 + 0.*I, 0.04998264604421098 + 0.*I, 0.15580668730179606 + 0.*I, 0.06259055061299534 + 0.*I, 0.010224061901209502 + 0.*I, 0.0009530246608102644 + 0.*I, 0.00005784230479033426 + 0.*I, 1.5792189778096602*^-8 + 0.*I, 5.839576799893109*^-6 + 0.*I, 8.465889989039966*^-7 + 0.*I, 6.37474280029693*^-6 + 0.*I, 1.669380189639469*^-8 + 0.*I, 1.1900872065595538*^-6 + 0.*I, 1.4106450008100069*^-6 + 0.*I, 2.4206119997316478*^-6 + 0.*I, 7.63455187957618*^-7 + 0.*I, 1.1115561804331264*^-7 + 0.*I, 9.569789405361462*^-9 + 0.*I, 5.52402568132493*^-10 + 0.*I, 2.4202861936828413*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.13302226066840284 + 0.*I, 0.08327496385400757 + 0.*I, 0.12472753156018701 + 0.*I, 0.056546267520807277 + 0.*I, 0.15516689563679353 + 0.*I, 0.06410124934259631 + 0.*I, 0.010674875060412425 + 0.*I, 0.001012134377997853 + 0.*I, 0.00006242492980312876 + 0.*I, 8.329199552292722*^-8 + 0.*I, 6.009934394590744*^-6 + 0.*I, 6.513722006218359*^-7 + 0.*I, 6.497137805538955*^-6 + 0.*I, 3.938005477266416*^-9 + 0.*I, 1.2094566015363741*^-6 + 0.*I, 1.368115998268138*^-6 + 0.*I, 2.498257201111187*^-6 + 0.*I, 8.0599740215348*^-7 + 0.*I, 1.1949621292473012*^-7 + 0.*I, 1.0459189070388676*^-8 + 0.*I, 6.129985408165339*^-10 + 0.*I, 2.7000623958883807*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.1255176494766086 + 0.*I, 0.07275356316460702 + 0.*I, 0.11654371059219848 + 0.*I, 0.06300743927201147 + 0.*I, 0.15441396120281506 + 0.*I, 0.06561607126120972 + 0.*I, 0.011139760178591198 + 0.*I, 0.001074275113999157 + 0.*I, 0.00006732521820040915 + 0.*I, 1.9721460020605266*^-7 + 0.*I, 6.179476197409883*^-6 + 0.*I, 4.439010048429282*^-7 + 0.*I, 6.614917791303299*^-6 + 0.*I, 7.623590647654055*^-9 + 0.*I, 1.2270093829869213*^-6 + 0.*I, 1.3217420047340058*^-6 + 0.*I, 2.5765167999125538*^-6 + 0.*I, 8.503417969762951*^-7 + 0.*I, 1.2837040319624293*^-7 + 0.*I, 1.142241856655346*^-8 + 0.*I, 6.799893981224159*^-10 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.11797822597419129 + 0.*I, 0.062139404590810805 + 0.*I, 0.10831802291100258 + 0.*I, 0.06935946531980708 + 0.*I, 0.15354733177219693 + 0.*I, 0.06713375960600843 + 0.*I, 0.011618894099418854 + 0.*I, 0.0011395650244105937 + 0.*I, 0.00007256184779702579 + 0.*I, 3.274416071619157*^-7 + 0.*I, 6.347762804281843*^-6 + 0.*I, 2.2396440257921316*^-7 + 0.*I, 6.727757195790219*^-6 + 0.*I, 1.788158510152016*^-8 + 0.*I, 1.2426526030395735*^-6 + 0.*I, 1.2714701957960983*^-6 + 0.*I, 2.655294584208434*^-6 + 0.*I, 8.965318043507865*^-7 + 0.*I, 1.378057890022433*^-7 + 0.*I, 1.2464607124229587*^-8 + 0.*I, 7.535971846550639*^-10 + 0.*I, 3.4217073618947325*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.11040997841080259 + 0.*I, 0.051445862072196924 + 0.*I, 0.10006299039559964 + 0.*I, 0.07559580293399204 + 0.*I, 0.15256658008300228 + 0.*I, 0.0686530249079942 + 0.*I, 0.012112444563805447 + 0.*I, 0.0012081249535889074 + 0.*I, 0.0000781543758154868 + 0.*I, 4.755486004981435*^-7 + 0.*I, 6.51432841003441*^-6 + 0.*I, 8.634182258049352*^-9 + 0.*I, 6.8353326110326415*^-6 + 0.*I, 2.6724999990790366*^-8 + 0.*I, 1.2562948015215627*^-6 + 0.*I, 1.2172529872955808*^-6 + 0.*I, 2.734488613320707*^-6 + 0.*I, 9.446101900678628*^-7 + 0.*I, 1.4783061441647763*^-7 + 0.*I, 1.3590994996093288*^-8 + 0.*I, 8.343992163872828*^-10 + 0.*I, 3.819167204710539*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I}
{0.10281889257379719 + 0.*I, 0.040686277873214216 + 0.*I, 0.09179103316978576 + 0.*I, 0.08171007072379499 + 0.*I, 0.15147140531859282 + 0.*I, 0.07017254597680989 + 0.*I, 0.012620569685783956 + 0.*I, 0.001280078404986007 + 0.*I, 0.00008412326739648535 + 0.*I, 6.432292032343412*^-7 + 0.*I, 6.678680009031269*^-6 + 0.*I, 2.540764043601485*^-7 + 0.*I, 6.9373218058998995*^-6 + 0.*I, 3.404161397213557*^-8 + 0.*I, 1.2678464056392613*^-6 + 0.*I, 1.1590495896385278*^-6 + 0.*I, 2.8139919949765613*^-6 + 0.*I, 9.94618387650803*^-7 + 0.*I, 1.5847441137140095*^-7 + 0.*I, 1.4807799431082461*^-8 + 0.*I, 9.229950137523702*^-10 + 0.*I, 4.2810199829546036*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.09521094564639565 + 0.*I, 0.029873947569392104 + 0.*I, 0.08351445472418728 + 0.*I, 0.0876960564803797 + 0.*I, 0.15026163441920207 + 0.*I, 0.07169097094958943 + 0.*I, 0.013143417426997317 + 0.*I, 0.0013555515077978697 + 0.*I, 0.00009048992539728573 + 0.*I, 8.323009836885831*^-7 + 0.*I, 6.840295796450847*^-6 + 0.*I, 5.125287971807779*^-7 + 0.*I, 7.033405791112558*^-6 + 0.*I, 3.971740714092676*^-8 + 0.*I, 1.2772196189558829*^-6 + 0.*I, 1.0968255859111764*^-6 + 0.*I, 2.8936931961709433*^-6 + 0.*I, 1.0465978084184258*^-6 + 0.*I, 1.697672002975992*^-7 + 0.*I, 1.6121592949502883*^-8 + 0.*I, 1.0201839373280563*^-9 + 0.*I, 4.7584158835434216*^-11 + 0.*I, 2.997602166487923*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.08759210011479725 + 0.*I, 0.019022105197796794 + 0.*I, 0.0752454272987979 + 0.*I, 0.0935477247560046 + 0.*I, 0.14893722322160133 + 0.*I, 0.07320691839780569 + 0.*I, 0.013681125070408308 + 0.*I, 0.0014346729759973087 + 0.*I, 0.0000972767199902691 + 0.*I, 1.0447126053136915*^-6 + 0.*I, 6.998625212695231*^-6 + 0.*I, 7.841401972186192*^-7 + 0.*I, 7.123269596398529*^-6 + 0.*I, 4.363780448102261*^-8 + 0.*I, 1.2843289987074515*^-6 + 0.*I, 1.0305539976940283*^-6 + 0.*I, 2.9734759987576358*^-6 + 0.*I, 1.1005890199200508*^-6 + 0.*I, 1.8174179938768023*^-7 + 0.*I, 1.7538592800292466*^-8 + 0.*I, 1.1267875521525639*^-9 + 0.*I, 5.32018873400375*^-11 + 0.*I, 3.0198066269804258*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.07996829772720093 + 0.*I, 0.008143908587610051 + 0.*I, 0.06699597754220576 + 0.*I, 0.09925922417759471 + 0.*I, 0.14749825742779168 + 0.*I, 0.07471897849560262 + 0.*I, 0.014233818691811175 + 0.*I, 0.0015175740630146704 + 0.*I, 0.00010450701679598497 + 0.*I, 1.2825513984182635*^-6 + 0.*I, 7.153087588918084*^-6 + 0.*I, 1.0690431873072725*^-6 + 0.*I, 7.206601604359265*^-6 + 0.*I, 4.5687209571099174*^-8 + 0.*I, 1.2890919887098562*^-6 + 0.*I, 9.602147965637187*^-7 + 0.*I, 3.053218389226231*^-6 + 0.*I, 1.1566300139875807*^-6 + 0.*I, 1.944300054290693*^-7 + 0.*I, 1.9066415113400126*^-8 + 0.*I, 1.2438050589480554*^-9 + 0.*I, 5.96189764223709*^-11 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.07234545351259003 + 0.*I, 0.002747575113204448 + 0.*I, 0.058777972467405355 + 0.*I, 0.10482489447538601 + 0.*I, 0.14594495339459446 + 0.*I, 0.07622571424339421 + 0.*I, 0.014801612635406691 + 0.*I, 0.0016043885100014421 + 0.*I, 0.00011220520741428432 + 0.*I, 1.548049799460216*^-6 + 0.*I, 7.30307321283874*^-6 + 0.*I, 1.3673505883105008*^-6 + 0.*I, 7.283095193599821*^-6 + 0.*I, 4.575080314594971*^-8 + 0.*I, 1.2914293856525205*^-6 + 0.*I, 8.857942157547427*^-7 + 0.*I, 3.1327936023117786*^-6 + 0.*I, 1.2147584049770899*^-6 + 0.*I, 2.0786519172588672*^-7 + 0.*I, 2.07117878403551*^-8 + 0.*I, 1.371414093398471*^-9 + 0.*I, 6.641354133307688*^-11 + 0.*I, 3.796962744218035*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.06472944986781194 + 0.*I, 0.01363938369698392 + 0.*I, 0.05060310571858296 + 0.*I, 0.11023927322639794 + 0.*I, 0.1442776587526007 + 0.*I, 0.07772566275461303 + 0.*I, 0.015384608987600858 + 0.*I, 0.0016952524916069578 + 0.*I, 0.00012039673940034136 + 0.*I, 1.8435950099870981*^-6 + 0.*I, 7.447938998872418*^-6 + 0.*I, 1.6791580126351848*^-6 + 0.*I, 7.3524506039035495*^-6 + 0.*I, 4.3711190222950336*^-8 + 0.*I, 1.2912637847861674*^-6 + 0.*I, 8.072880142151462*^-7 + 0.*I, 3.2120703874483074*^-6 + 0.*I, 1.2750100086833527*^-6 + 0.*I, 2.2208259675693398*^-7 + 0.*I, 2.2483193085065523*^-8 + 0.*I, 1.5112133766592706*^-9 + 0.*I, 7.420730696594548*^-11 + 0.*I, 3.996802888650564*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.05712613071380269 + 0.*I, 0.024518673928608518 + 0.*I, 0.04248288416699442 + 0.*I, 0.11549710230081002 + 0.*I, 0.14249685284037916 + 0.*I, 0.07921733659399521 + 0.*I, 0.015982897055799583 + 0.*I, 0.0017903045508083082 + 0.*I, 0.00012910814599642606 + 0.*I, 2.1717365905615793*^-6 + 0.*I, 7.587010197873668*^-6 + 0.*I, 2.0045400006551972*^-6 + 0.*I, 7.414373603964464*^-6 + 0.*I, 3.945279658523759*^-8 + 0.*I, 1.2885218003688692*^-6 + 0.*I, 7.246983901865178*^-7 + 0.*I, 3.2909125868840765*^-6 + 0.*I, 1.3374191976112115*^-6 + 0.*I, 2.3711739238763132*^-7 + 0.*I, 2.4388602248848205*^-8 + 0.*I, 1.6635803845588273*^-9 + 0.*I, 8.280043317654419*^-11 + 0.*I, 4.39648317751562*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.04954129573641053 + 0.*I, 0.03537273533040786 + 0.*I, 0.03442861484939108 + 0.*I, 0.12059333400200602 + 0.*I, 0.1406031469637803 + 0.*I, 0.0806992251731975 + 0.*I, 0.016596552846004364 + 0.*I, 0.0018896855323857766 + 0.*I, 0.00013836707639658385 + 0.*I, 2.5351939880735586*^-6 + 0.*I, 7.719579997456094*^-6 + 0.*I, 2.3435511975478107*^-6 + 0.*I, 7.4685782003314225*^-6 + 0.*I, 3.2859004406304855*^-8 + 0.*I, 1.283133599372377*^-6 + 0.*I, 6.38036401490183*^-7 + 0.*I, 3.369179002454814*^-6 + 0.*I, 1.40201859011313*^-6 + 0.*I, 2.5300681549822457*^-7 + 0.*I, 2.643680829805817*^-8 + 0.*I, 1.8304024962390033*^-9 + 0.*I, 9.2192919964873*^-11 + 0.*I, 4.796163466380677*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.04198069470678911 + 0.*I, 0.04618900370880752 + 0.*I, 0.02645139226520321 + 0.*I, 0.12552313689679906 + 0.*I, 0.13859728447240818 + 0.*I, 0.08216979619839472 + 0.*I, 0.017225638550200095 + 0.*I, 0.0019935385064062676 + 0.*I, 0.0001482023255894305 + 0.*I, 2.936867415925804*^-6 + 0.*I, 7.84490541416716*^-6 + 0.*I, 2.6962251986617503*^-6 + 0.*I, 7.5147865929992025*^-6 + 0.*I, 2.381439490051207*^-8 + 0.*I, 1.275032190939385*^-6 + 0.*I, 5.473201891703638*^-7 + 0.*I, 3.44672439478444*^-6 + 0.*I, 1.468838406459838*^-6 + 0.*I, 2.697883916269461*^-7 + 0.*I, 2.863700387933932*^-8 + 0.*I, 2.0121904142911262*^-9 + 0.*I, 1.0280665208028951*^-10 + 0.*I, 5.395683899678261*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.0344500218971977 + 0.*I, 0.056955074406594974 + 0.*I, 0.018562086047602126 + 0.*I, 0.13028190132398088 + 0.*I, 0.13648014065559266 + 0.*I, 0.08362749717358842 + 0.*I, 0.017870202033409836 + 0.*I, 0.0021020086887979517 + 0.*I, 0.00015864386400110675 + 0.*I, 3.379844804030086*^-6 + 0.*I, 7.96221100163308*^-6 + 0.*I, 3.062573994405682*^-6 + 0.*I, 7.552729397453107*^-6 + 0.*I, 1.220419321157351*^-8 + 0.*I, 1.2641554025805135*^-6 + 0.*I, 4.5257759762051824*^-7 + 0.*I, 3.5233983952664975*^-6 + 0.*I, 1.5379074014276741*^-6 + 0.*I, 2.8750100078411833*^-7 + 0.*I, 3.099880352408491*^-8 + 0.*I, 2.2104096331077017*^-9 + 0.*I, 1.1419754031294361*^-10 + 0.*I, 5.795364188543318*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.02695491059200861 + 0.*I, 0.06765871526421831 + 0.*I, 0.010771329017411624 + 0.*I, 0.13486524457919646 + 0.*I, 0.13425272245879416 + 0.*I, 0.0850707569506115 + 0.*I, 0.018530276328809773 + 0.*I, 0.0022152433539979204 + 0.*I, 0.00016972286838168316 + 0.*I, 3.867412989855269*^-6 + 0.*I, 8.070683810146306*^-6 + 0.*I, 3.4425858164155443*^-6 + 0.*I, 7.5821479983417825*^-6 + 0.*I, 2.085998040968207*^-9 + 0.*I, 1.2504443924754585*^-6 + 0.*I, 3.5384479790678824*^-7 + 0.*I, 3.599046993763011*^-6 + 0.*I, 1.6092519983246236*^-6 + 0.*I, 3.061845887941672*^-7 + 0.*I, 3.353279875994986*^-8 + 0.*I, 2.426414624778772*^-9 + 0.*I, 1.2718714970105793*^-10 + 0.*I, 6.59472476627343*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.019500927702414964 + 0.*I, 0.07828787928061409 + 0.*I, 0.0030895056439828044 + 0.*I, 0.1392690157667964 + 0.*I, 0.13191616801679906 + 0.*I, 0.08649798733080251 + 0.*I, 0.019205879139994057 + 0.*I, 0.0023333917412049487 + 0.*I, 0.00018147174978278002 + 0.*I, 4.4030669998917915*^-6 + 0.*I, 8.169475207431278*^-6 + 0.*I, 3.83622740240952*^-6 + 0.*I, 7.60279361688987*^-6 + 0.*I, 1.9168799880731058*^-8 + 0.*I, 1.2338450039450779*^-6 + 0.*I, 2.511655994297257*^-7 + 0.*I, 3.6735114061769995*^-6 + 0.*I, 1.682896200172479*^-6 + 0.*I, 3.2587961218411015*^-7 + 0.*I, 3.6249003798616286*^-8 + 0.*I, 2.6614044301709323*^-9 + 0.*I, 1.411981642718274*^-10 + 0.*I, 7.194245199571015*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.012093568488596997 + 0.*I, 0.08883071695557909 + 0.*I, 0.00447325908961016 + 0.*I, 0.14348930031520268 + 0.*I, 0.12947174600539404 + 0.*I, 0.08790758471401983 + 0.*I, 0.019897012348013554 + 0.*I, 0.0024566049535934553 + 0.*I, 0.00019392418539876388 + 0.*I, 4.990519597569687*^-6 + 0.*I, 8.257697814428866*^-6 + 0.*I, 4.243440998585868*^-6 + 0.*I, 7.6144291982771514*^-6 + 0.*I, 3.915539004140101*^-8 + 0.*I, 1.214307610020171*^-6 + 0.*I, 1.4459400343724838*^-7 + 0.*I, 3.74662880719967*^-6 + 0.*I, 1.7588609901864065*^-6 + 0.*I, 3.466279929753569*^-7 + 0.*I, 3.9159009368461284*^-8 + 0.*I, 2.9166002946112712*^-9 + 0.*I, 1.5658585539313208*^-10 + 0.*I, 7.59392548843607*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.004738251398211935 + 0.*I, 0.0992755883026053 + 0.*I, 0.011907110392384014 + 0.*I, 0.1475224241498152 + 0.*I, 0.12692085481460502 + 0.*I, 0.0892979317913989 + 0.*I, 0.02060366153120441 + 0.*I, 0.0025850358543966223 + 0.*I, 0.0002071151465887766 + 0.*I, 5.633713406894004*^-6 + 0.*I, 8.334426815359564*^-6 + 0.*I, 4.6641448037121344*^-6 + 0.*I, 7.616831010359705*^-6 + 0.*I, 6.215619130500728*^-8 + 0.*I, 1.1917862030585982*^-6 + 0.*I, 3.419278193916853*^-8 + 0.*I, 3.818233795804815*^-6 + 0.*I, 1.8371659971094802*^-6 + 0.*I, 3.6847378481752463*^-7 + 0.*I, 4.227500571829523*^-8 + 0.*I, 3.194799980121843*^-9 + 0.*I, 1.7399415241925453*^-10 + 0.*I, 8.393286066166183*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I}
{0.0025596869795863064 + 0.*I, 0.10961107452420739 + 0.*I, 0.019202473933788156 + 0.*I, 0.1513649575207943 + 0.*I, 0.12426502153961573 + 0.*I, 0.09066739928360601 + 0.*I, 0.021325795488591485 + 0.*I, 0.002718838949600233 + 0.*I, 0.0002210809276093073 + 0.*I, 6.3368299940691494*^-6 + 0.*I, 8.398697204370364*^-6 + 0.*I, 5.098232191969032*^-6 + 0.*I, 7.609786800699681*^-6 + 0.*I, 8.827760744622992*^-8 + 0.*I, 1.1662406151913274*^-6 + 0.*I, 7.996721063108227*^-8 + 0.*I, 3.888154997966353*^-6 + 0.*I, 1.9178268084729666*^-6 + 0.*I, 3.914591983900096*^-7 + 0.*I, 4.5608983256784086*^-8 + 0.*I, 3.496603007135946*^-9 + 0.*I, 1.928013304564047*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.009794996833989435 + 0.*I, 0.11982598932660515 + 0.*I, 0.026350065672997584 + 0.*I, 0.15501371847679302 + 0.*I, 0.12150590079460512 + 0.*I, 0.09201434771879402 + 0.*I, 0.022063365779589898 + 0.*I, 0.002858170271791139 + 0.*I, 0.00023585917579005414 + 0.*I, 7.104302590654754*^-6 + 0.*I, 8.449502986174195*^-6 + 0.*I, 5.545572001608435*^-6 + 0.*I, 7.593099815572658*^-6 + 0.*I, 1.1762599783082807*^-7 + 0.*I, 1.1376347863745195*^-6 + 0.*I, 1.9780459492579896*^-7 + 0.*I, 3.95621999604856*^-6 + 0.*I, 2.0008567913620823*^-6 + 0.*I, 4.1563039676617564*^-7 + 0.*I, 4.917399820669745*^-8 + 0.*I, 3.824407457386769*^-9 + 0.*I, 2.1380675008231267*^-10 + 0.*I, 1.0391687510491465*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
