{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.08174411591621579 + 0.*I, 0.9058326774910032 + 0.*I, 0.6988340164606033 + 0.*I, 0.21614929297739674 + 0.*I, 0.05645592358700658 + 0.*I, 0.013326162272009334 + 0.*I, 0.002429276112803081 + 0.*I, 0.00031092652921227426 + 0.*I, 0.00019927611740744314 + 0.*I, 0.00094026646519918 + 0.*I, 0.0012854207696033626 + 0.*I, 0.0008478788511956382 + 0.*I, 0.0009399112119945486 + 0.*I, 0.00004936080479911454 + 0.*I, 0.00015801599499987165 + 0.*I, 0.00008188216940041572 + 0.*I, 0.0005579454166015907 + 0.*I, 0.0002823913505922704 + 0.*I, 0.00005320970219990784 + 0.*I, 5.080311615834887*^-6 + 0.*I, 2.708446134036535*^-7 + 0.*I, 8.167599929720382*^-9 + 0.*I, 1.247890679678676*^-10 + 0.*I, 8.193445921733655*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.07948923793898999 + 0.*I, 0.9093765071271909 + 0.*I, 0.7045415456111925 + 0.*I, 0.21273061442681485 + 0.*I, 0.055504648916593353 + 0.*I, 0.013248051115199997 + 0.*I, 0.002448708633817631 + 0.*I, 0.00031699894260661665 + 0.*I, 0.00021217372161430606 + 0.*I, 0.0009822259732006346 + 0.*I, 0.00130370101381061 + 0.*I, 0.0009108254390044481 + 0.*I, 0.0009342708586101978 + 0.*I, 0.000055796680409336836 + 0.*I, 0.00015348024058337018 + 0.*I, 0.0001000775792014963 + 0.*I, 0.0005687603767956517 + 0.*I, 0.000294984054804992 + 0.*I, 0.00005644334422072461 + 0.*I, 5.452701001829041*^-6 + 0.*I, 2.932619924678193*^-7 + 0.*I, 8.894196490416563*^-9 + 0.*I, 1.3700152123874434*^-10 + 0.*I, 8.193445921733655*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.07709612364099616 + 0.*I, 0.9127658423321973 + 0.*I, 0.7100260820158022 + 0.*I, 0.2092576584612038 + 0.*I, 0.054543471695800434 + 0.*I, 0.013165215906996153 + 0.*I, 0.0024672212026066735 + 0.*I, 0.00032296620899874284 + 0.*I, 0.00022575537059754683 + 0.*I, 0.0010254844877932712 + 0.*I, 0.0013208809338083327 + 0.*I, 0.0009754621822066768 + 0.*I, 0.0009272858779940663 + 0.*I, 0.00006269412939907681 + 0.*I, 0.00014843789439833444 + 0.*I, 0.00011886028958851826 + 0.*I, 0.0005793384713959072 + 0.*I, 0.00030797254080283665 + 0.*I, 0.0000598401794116299 + 0.*I, 5.84874479958586*^-6 + 0.*I, 3.1730820193587306*^-7 + 0.*I, 9.67799174134143*^-9 + 0.*I, 1.5039081091572373*^-10 + 0.*I, 7.993605777301129*^-12 + 0.*I, 9.2148511043888*^-12 + 0.*I}
{0.07457517597899699 + 0.*I, 0.9159860818920064 + 0.*I, 0.7152796862906153 + 0.*I, 0.20573280333398003 + 0.*I, 0.05357356541999536 + 0.*I, 0.01307785504560677 + 0.*I, 0.0024848084734019338 + 0.*I, 0.0003288171986026711 + 0.*I, 0.00024004747838368703 + 0.*I, 0.0010700520993944809 + 0.*I, 0.0013368747607822586 + 0.*I, 0.0010417521407957153 + 0.*I, 0.0009189387417896101 + 0.*I, 0.00007006029740797004 + 0.*I, 0.00014287870560014684 + 0.*I, 0.00013821901521104962 + 0.*I, 0.0005896524527981839 + 0.*I, 0.0003213605341834125 + 0.*I, 0.00006340636460322457 + 0.*I, 6.2696797975547724*^-6 + 0.*I, 3.43083783604925*^-7 + 0.*I, 1.05222053292664*^-8 + 0.*I, 1.6540102620865585*^-10 + 0.*I, 7.416289804496046*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.0719373907086096 + 0.*I, 0.9190223188003889 + 0.*I, 0.7202946127739862 + 0.*I, 0.20215851521880876 + 0.*I, 0.05259610310479612 + 0.*I, 0.012986171230000565 + 0.*I, 0.002501466629212246 + 0.*I, 0.0003345406017984942 + 0.*I, 0.0002550769087950045 + 0.*I, 0.0011159373590086121 + 0.*I, 0.001351595145004936 + 0.*I, 0.0011096539658028703 + 0.*I, 0.0009092146713962634 + 0.*I, 0.00007790151681508206 + 0.*I, 0.00013679311159364715 + 0.*I, 0.0001581408699991016 + 0.*I, 0.0005996744270042598 + 0.*I, 0.00033515132038530737 + 0.*I, 0.000067148171600806 + 0.*I, 6.7167884143515275*^-6 + 0.*I, 3.706922102608701*^-7 + 0.*I, 1.143038996787027*^-8 + 0.*I, 1.8098855747439302*^-10 + 0.*I, 7.01660951563099*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I}
{0.06919430227079193 + 0.*I, 0.921859415206816 + 0.*I, 0.7250633358605985 + 0.*I, 0.19853734536179335 + 0.*I, 0.05161225522398727 + 0.*I, 0.012890370890206171 + 0.*I, 0.0025171933557999186 + 0.*I, 0.00034012493879131966 + 0.*I, 0.0002708709562204703 + 0.*I, 0.0011631472090156691 + 0.*I, 0.0013649532824011603 + 0.*I, 0.0011791218589962682 + 0.*I, 0.000898101760804515 + 0.*I, 0.0000862232671927643 + 0.*I, 0.0001301722797997229 + 0.*I, 0.00017861134220531483 + 0.*I, 0.0006093758893932488 + 0.*I, 0.00034934772139560977 + 0.*I, 0.0000710719828100892 + 0.*I, 7.191401807382648*^-6 + 0.*I, 4.002427944627129*^-7 + 0.*I, 1.2406808913567604*^-8 + 0.*I, 1.971978136339203*^-10 + 0.*I, 7.194245199571015*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.06635792654841044 + 0.*I, 0.9244820811141975 + 0.*I, 0.7295785772090113 + 0.*I, 0.19487192697578148 + 0.*I, 0.05062318766499985 + 0.*I, 0.01279066361699055 + 0.*I, 0.002531987811593695 + 0.*I, 0.00034555856820439606 + 0.*I, 0.0002874573163946792 + 0.*I, 0.0012116869082090531 + 0.*I, 0.0013768590465979003 + 0.*I, 0.0012501055437930122 + 0.*I, 0.0008855910927918488 + 0.*I, 0.00009503013760348011 + 0.*I, 0.0001230081474012934 + 0.*I, 0.00019961427180081873 + 0.*I, 0.0006187277652003332 + 0.*I, 0.00036395207259065643 + 0.*I, 0.00007518428901676089 + 0.*I, 7.694900405752492*^-6 + 0.*I, 4.318505997247257*^-7 + 0.*I, 1.3455991876298869*^-8 + 0.*I, 2.1498358648841534*^-10 + 0.*I, 6.816769371198461*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I}
{0.06344070083701414 + 0.*I, 0.9268749563589919 + 0.*I, 0.7338333336774029 + 0.*I, 0.19116497186719708 + 0.*I, 0.0496300597053967 + 0.*I, 0.012687261588006926 + 0.*I, 0.002545850585811138 + 0.*I, 0.0003508296954057855 + 0.*I, 0.00030486406621399453 + 0.*I, 0.0012615599698007076 + 0.*I, 0.0013872211350074437 + 0.*I, 0.0013225502432101523 + 0.*I, 0.0008716768451932921 + 0.*I, 0.00010432578960717366 + 0.*I, 0.00011529346559679966 + 0.*I, 0.0002211318359979231 + 0.*I, 0.0006277004463983715 + 0.*I, 0.00037896619740074305 + 0.*I, 0.00007949167999399265 + 0.*I, 8.22871200067965*^-6 + 0.*I, 4.656343977060829*^-7 + 0.*I, 1.4582202112478628*^-8 + 0.*I, 2.341904448144305*^-10 + 0.*I, 6.794564910705959*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.060455421375205105 + 0.*I, 0.929022695358217 + 0.*I, 0.7378209058368058 + 0.*I, 0.18741926680818644 + 0.*I, 0.04863402201900069 + 0.*I, 0.012580378999782484 + 0.*I, 0.002558783664019515 + 0.*I, 0.0003559263827890291 + 0.*I, 0.0003231196328057351 + 0.*I, 0.0013127680886126925 + 0.*I, 0.0013959472141999996 + 0.*I, 0.0013963966762009505 + 0.*I, 0.0008563563993924106 + 0.*I, 0.00011411292279994711 + 0.*I, 0.00010702183459443404 + 0.*I, 0.00024314453361817812 + 0.*I, 0.000636263839592921 + 0.*I, 0.0003943913849946412 + 0.*I, 0.0000840008441915785 + 0.*I, 8.794315586868606*^-6 + 0.*I, 5.017195991996459*^-7 + 0.*I, 1.5791012941690497*^-8 + 0.*I, 2.5499602429590595*^-10 + 0.*I, 6.217248937900877*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I}
{0.05741517882860148 + 0.*I, 0.9309100540981996 + 0.*I, 0.7415349268956152 + 0.*I, 0.18363766964180075 + 0.*I, 0.04763621471359781 + 0.*I, 0.01247023149999471 + 0.*I, 0.0025707903785976427 + 0.*I, 0.00036083655861052227 + 0.*I, 0.0003422527675933651 + 0.*I, 0.0013653110826128412 + 0.*I, 0.0014029440770002566 + 0.*I, 0.0014715810595866687 + 0.*I, 0.0008396304330027249 + 0.*I, 0.00012439324079682734 + 0.*I, 0.00009818774620029558 + 0.*I, 0.0002656311771875864 + 0.*I, 0.0006443874087880275 + 0.*I, 0.00041022836581028344 + 0.*I, 0.00008871855881054103 + 0.*I, 9.393238409316496*^-6 + 0.*I, 5.402347902361272*^-7 + 0.*I, 1.7085399761640474*^-8 + 0.*I, 2.768008044995441*^-10 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.05433329210280391 + 0.*I, 0.9325219787969852 + 0.*I, 0.7449693918575974 + 0.*I, 0.1798231051375998 + 0.*I, 0.04663776540940745 + 0.*I, 0.012357035630605752 + 0.*I, 0.0025818753677908646 + 0.*I, 0.0003655480282027668 + 0.*I, 0.00036229251219044306 + 0.*I, 0.0014191868258128792 + 0.*I, 0.0014081178040026288 + 0.*I, 0.0015480351285956926 + 0.*I, 0.0008215030158131853 + 0.*I, 0.00013516742438657303 + 0.*I, 0.00008878661319489112 + 0.*I, 0.00028856888620865107 + 0.*I, 0.0006520402288101579 + 0.*I, 0.00042647729259215344 + 0.*I, 0.00009365168880393072 + 0.*I, 0.000010027061403405924 + 0.*I, 5.813169945412256*^-7 + 0.*I, 1.847300090673798*^-8 + 0.*I, 3.0100366643637244*^-10 + 0.*I, 5.795364188543318*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I}
{0.05122324091579867 + 0.*I, 0.9338436956676022 + 0.*I, 0.748118686722199 + 0.*I, 0.17597856058719774 + 0.*I, 0.04563978735299123 + 0.*I, 0.012241008270019728 + 0.*I, 0.002592044517202297 + 0.*I, 0.0003700484801916204 + 0.*I, 0.00038326817199951796 + 0.*I, 0.001474391195799285 + 0.*I, 0.0014113739341903297 + 0.*I, 0.0016256861627983454 + 0.*I, 0.0008019816858162443 + 0.*I, 0.00014643509820277958 + 0.*I, 0.0000788148110109077 + 0.*I, 0.00031193308960286714 + 0.*I, 0.0006591910307829353 + 0.*I, 0.0004431377131908221 + 0.*I, 0.0000988071743979191 + 0.*I, 0.000010697412400340058 + 0.*I, 6.251054118777688*^-7 + 0.*I, 1.99568139791495*^-8 + 0.*I, 3.256062086620659*^-10 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.04809859751861988 + 0.*I, 0.9348608011739978 + 0.*I, 0.7509776175491867 + 0.*I, 0.17210708116439657 + 0.*I, 0.04464337758920412 + 0.*I, 0.012122366096400938 + 0.*I, 0.0026013049142070703 + 0.*I, 0.0003743255014176939 + 0.*I, 0.0004052092773987326 + 0.*I, 0.0015309180117828447 + 0.*I, 0.0014126176369977375 + 0.*I, 0.0017044570324031838 + 0.*I, 0.0007810775314087692 + 0.*I, 0.0001581948095852326 + 0.*I, 0.00006826970340156892 + 0.*I, 0.0003356975253998584 + 0.*I, 0.0006658082622124085 + 0.*I, 0.0004602085543981005 + 0.*I, 0.00010419203180234149 + 0.*I, 0.000011405974809086672 + 0.*I, 6.717479905660185*^-7 + 0.*I, 2.154401101961412*^-8 + 0.*I, 3.5280667276538225*^-10 + 0.*I, 5.995204332975846*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.044972958018396625 + 0.*I, 0.9355593521855887 + 0.*I, 0.7535414391653951 + 0.*I, 0.1682117650427806 + 0.*I, 0.04364961517280275 + 0.*I, 0.01200132504879381 + 0.*I, 0.0026096647858020465 + 0.*I, 0.0003783665809997672 + 0.*I, 0.0004281455538102108 + 0.*I, 0.0015887589877916497 + 0.*I, 0.0014117538951863298 + 0.*I, 0.0017842662507927542 + 0.*I, 0.0007588052512108591 + 0.*I, 0.00017044400097976367 + 0.*I, 0.000057149679011381245 + 0.*I, 0.00035983425199503927 + 0.*I, 0.0006718601376132228 + 0.*I, 0.00047768809778858673 + 0.*I, 0.00010981334019888324 + 0.*I, 0.000012154481199289082 + 0.*I, 7.213965869112826*^-7 + 0.*I, 2.3240009916492*^-8 + 0.*I, 3.8140601787972633*^-10 + 0.*I, 6.017408793468349*^-12 + 0.*I, 9.2148511043888*^-12 + 0.*I}
{0.041859873708194335 + 0.*I, 0.9359259553952005 + 0.*I, 0.7558058833263993 + 0.*I, 0.16429575829599585 + 0.*I, 0.04265955944720013 + 0.*I, 0.011878099813200652 + 0.*I, 0.002617133443605369 + 0.*I, 0.0003821591267882951 + 0.*I, 0.00045210688459640386 + 0.*I, 0.0016479036798022764 + 0.*I, 0.00140868768740976 + 0.*I, 0.0018650280446008696 + 0.*I, 0.0007351832166158091 + 0.*I, 0.00018317899259656656 + 0.*I, 0.00004545417500168014 + 0.*I, 0.0003843136609837927 + 0.*I, 0.0006773146999927704 + 0.*I, 0.000495573961600826 + 0.*I, 0.00011567823861025063 + 0.*I, 0.000012944716609730735 + 0.*I, 7.742094076945705*^-7 + 0.*I, 2.505078366965563*^-8 + 0.*I, 4.1240344472726065*^-10 + 0.*I, 5.59552404411079*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.0387727828516038 + 0.*I, 0.935947855402608 + 0.*I, 0.7577671861130009 + 0.*I, 0.16036224958380085 + 0.*I, 0.04167424837719925 + 0.*I, 0.011752903313810847 + 0.*I, 0.0026237212209956344 + 0.*I, 0.0003856904690069385 + 0.*I, 0.0004771232733791209 + 0.*I, 0.001708339442818563 + 0.*I, 0.0014033241813926625 + 0.*I, 0.0019466524320055356 + 0.*I, 0.0007102335173980734 + 0.*I, 0.00019639496158241343 + 0.*I, 0.00003318370698224271 + 0.*I, 0.00040910449279341066 + 0.*I, 0.0006821398792045131 + 0.*I, 0.0005138630801981847 + 0.*I, 0.00012179391459810063 + 0.*I, 0.000013778518592744149 + 0.*I, 8.303508103324477*^-7 + 0.*I, 2.6982993617252763*^-8 + 0.*I, 4.457989533079854*^-10 + 0.*I, 5.195843755245733*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.035724943333614874 + 0.*I, 0.9356130208290181 + 0.*I, 0.7594221143599977 + 0.*I, 0.1564144646456045 + 0.*I, 0.04069469695018313 + 0.*I, 0.011625946223992047 + 0.*I, 0.0026294394130044196 + 0.*I, 0.00038894787561805094 + 0.*I, 0.000503224807379965 + 0.*I, 0.001770051389593519 + 0.*I, 0.0013955689259992354 + 0.*I, 0.0020290453203841707 + 0.*I, 0.0006839820034132417 + 0.*I, 0.00021008592798743564 + 0.*I, 0.000020339890394183158 + 0.*I, 0.00043417386239585914 + 0.*I, 0.0006863035548088093 + 0.*I, 0.0005325516864163049 + 0.*I, 0.00012816759999978444 + 0.*I, 0.000014657775015969321 + 0.*I, 8.899903924941555*^-7 + 0.*I, 2.9042590554695383*^-8 + 0.*I, 4.81392703477468*^-10 + 0.*I, 4.596323321948148*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.03272936660940751 + 0.*I, 0.9349102278708001 + 0.*I, 0.7607679908995912 + 0.*I, 0.15245566061798943 + 0.*I, 0.03972189564580564 + 0.*I, 0.01149743649579982 + 0.*I, 0.0026343002120121643 + 0.*I, 0.00039191855980558193 + 0.*I, 0.0005304416181850513 + 0.*I, 0.0018330223525930833 + 0.*I, 0.001385328049208212 + 0.*I, 0.002112108609386709 + 0.*I, 0.0006564583117985023 + 0.*I, 0.0002242447439959605 + 0.*I, 6.925462203710708*^-6 + 0.*I, 0.0004594872822005769 + 0.*I, 0.0006897736199995563 + 0.*I, 0.0005516352943990556 + 0.*I, 0.00013480656060327334 + 0.*I, 0.000015584427415227257 + 0.*I, 9.533045908227678*^-7 + 0.*I, 3.1236613295959614*^-8 + 0.*I, 5.188072194073358*^-10 + 0.*I, 4.196643033083092*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I}
{0.02979875335880067 + 0.*I, 0.9338291406898014 + 0.*I, 0.7618027184211895 + 0.*I, 0.14848912019460594 + 0.*I, 0.038756808979201196 + 0.*I, 0.011367578902787836 + 0.*I, 0.0026383166411791947 + 0.*I, 0.0003945896909884894 + 0.*I, 0.0005588038415993425 + 0.*I, 0.0018972328513999772 + 0.*I, 0.0013725084615945349 + 0.*I, 0.002195740312194161 + 0.*I, 0.0006276958880002682 + 0.*I, 0.00023886308260223646 + 0.*I, 7.055699002833649*^-6 + 0.*I, 0.0004850086974039769 + 0.*I, 0.000692518046196966 + 0.*I, 0.0005711086834114809 + 0.*I, 0.00014171808759844143 + 0.*I, 0.000016560467996917794 + 0.*I, 1.0204745937159032*^-6 + 0.*I, 3.357161215689076*^-8 + 0.*I, 5.583977724654688*^-10 + 0.*I, 4.796163466380677*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I}
{0.02694543123900051 + 0.*I, 0.9323603880661947 + 0.*I, 0.7625248017350207 + 0.*I, 0.14451814565239474 + 0.*I, 0.03780037412219883 + 0.*I, 0.011236574611395158 + 0.*I, 0.0026415024947823444 + 0.*I, 0.0003969484084098696 + 0.*I, 0.0005883415744145637 + 0.*I, 0.0019626610628042944 + 0.*I, 0.0013570180561917056 + 0.*I, 0.002279834689189464 + 0.*I, 0.0005977319975869477 + 0.*I, 0.0002539314347904664 + 0.*I, 0.000021598560806523892 + 0.*I, 0.0005107005182081181 + 0.*I, 0.000694504951992414 + 0.*I, 0.0005909658832070619 + 0.*I, 0.00014890949200374592 + 0.*I, 0.000017587941991692446 + 0.*I, 1.091691204102574*^-6 + 0.*I, 3.6055802787871016*^-8 + 0.*I, 6.009859276900898*^-10 + 0.*I, 4.019007349143067*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.024181295135394798 + 0.*I, 0.9304956357643945 + 0.*I, 0.7629333682450001 + 0.*I, 0.140546052759194 + 0.*I, 0.03685349959960949 + 0.*I, 0.011104620759194718 + 0.*I, 0.0026438722648070016 + 0.*I, 0.0003989818257998934 + 0.*I, 0.0006190848373943681 + 0.*I, 0.0020292828001977625 + 0.*I, 0.0013387659205887914 + 0.*I, 0.0023642823888003765 + 0.*I, 0.0005666077192101326 + 0.*I, 0.0002694391030066967 + 0.*I, 0.00003669691859276015 + 0.*I, 0.0005365236662058237 + 0.*I, 0.00069570266880703 + 0.*I, 0.0006112001577962546 + 0.*I, 0.00015638809038875936 + 0.*I, 0.000018668944790078967 + 0.*I, 1.1671476007890647*^-6 + 0.*I, 3.869597975381112*^-8 + 0.*I, 6.465938895416912*^-10 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 8.815170815523743*^-12 + 0.*I}
{0.021517750253208234 + 0.*I, 0.9282276540839852 + 0.*I, 0.763028186446002 + 0.*I, 0.13657616460358568 + 0.*I, 0.035917064076596006 + 0.*I, 0.010971910069002002 + 0.*I, 0.0026454410797960293 + 0.*I, 0.00040067704718538266 + 0.*I, 0.0006510635293999202 + 0.*I, 0.0020970714923906897 + 0.*I, 0.0013176625395905361 + 0.*I, 0.0024489706053953957 + 0.*I, 0.0005343679376101917 + 0.*I, 0.00028537420579954903 + 0.*I, 0.000052343388001752096 + 0.*I, 0.0005624376160140444 + 0.*I, 0.0006960798112132238 + 0.*I, 0.0006318039937891484 + 0.*I, 0.00016416119918982733 + 0.*I, 0.000019805622009094748 + 0.*I, 1.2470446009160698*^-6 + 0.*I, 4.1500203273869836*^-8 + 0.*I, 6.945999331264829*^-10 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.018965658407199548 + 0.*I, 0.9255503801069875 + 0.*I, 0.7628096822599906 + 0.*I, 0.13261180535819597 + 0.*I, 0.034991915227999826 + 0.*I, 0.01083863047739442 + 0.*I, 0.002646224638014339 + 0.*I, 0.0004020211757937987 + 0.*I, 0.0006843073853790572 + 0.*I, 0.0021659981680022256 + 0.*I, 0.0012936200064039838 + 0.*I, 0.0025337832487926093 + 0.*I, 0.0005010613217892869 + 0.*I, 0.00030172368061798244 + 0.*I, 0.00006852939800072734 + 0.*I, 0.0005884004464107307 + 0.*I, 0.0006956053489881598 + 0.*I, 0.0006527690898039397 + 0.*I, 0.00017223612518435516 + 0.*I, 0.00002100017160167056 + 0.*I, 1.3315900160293383*^-6 + 0.*I, 4.447660018058741*^-8 + 0.*I, 7.460032591666277*^-10 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I}
{0.01653528782641356 + 0.*I, 0.9224589741841983 + 0.*I, 0.7622789530438158 + 0.*I, 0.1286562940110203 + 0.*I, 0.03407886869619681 + 0.*I, 0.010704964788410543 + 0.*I, 0.0026462391399917355 + 0.*I, 0.00040300132440052044 + 0.*I, 0.0007188459334006582 + 0.*I, 0.0022360314487990256 + 0.*I, 0.0012665522330035373 + 0.*I, 0.0026186011208073627 + 0.*I, 0.0004667402885960571 + 0.*I, 0.00031847329080569864 + 0.*I, 0.0000852451836008683 + 0.*I, 0.0006143688964010963 + 0.*I, 0.0006942486749927924 + 0.*I, 0.000674086343410707 + 0.*I, 0.00018062015361142159 + 0.*I, 0.000022254838816238024 + 0.*I, 1.4209966092693096*^-6 + 0.*I, 4.763260896822886*^-8 + 0.*I, 7.993827821906052*^-10 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I}
{0.014236266755385254 + 0.*I, 0.918949870247804 + 0.*I, 0.7614377791181904 + 0.*I, 0.1247129380945955 + 0.*I, 0.033178707144809756 + 0.*I, 0.010571090352384795 + 0.*I, 0.0026455012269943623 + 0.*I, 0.00040360462860711266 + 0.*I, 0.0007547084479808676 + 0.*I, 0.002307137542190141 + 0.*I, 0.001236375156810077 + 0.*I, 0.0027033021107847333 + 0.*I, 0.0004314609628019994 + 0.*I, 0.0003356076387905916 + 0.*I, 0.00010247978858846098 + 0.*I, 0.0006402984211950624 + 0.*I, 0.0006919796813997793 + 0.*I, 0.0006957458458023426 + 0.*I, 0.00018932054099973783 + 0.*I, 0.000023571921192733214 + 0.*I, 1.5154850041554369*^-6 + 0.*I, 5.0977400078977546*^-8 + 0.*I, 8.567813125637259*^-10 + 0.*I, 1.998401444325282*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.012077541128197035 + 0.*I, 0.9150208195827959 + 0.*I, 0.7602886326709912 + 0.*I, 0.12078502743999575 + 0.*I, 0.03229217940019514 + 0.*I, 0.010437178767008781 + 0.*I, 0.002644027914411318 + 0.*I, 0.00040381825578972297 + 0.*I, 0.0007919239095821595 + 0.*I, 0.0023792802440025795 + 0.*I, 0.0012030069515889254 + 0.*I, 0.002787761391798149 + 0.*I, 0.00039528312039127655 + 0.*I, 0.0003531101792075831 + 0.*I, 0.00012022106259390597 + 0.*I, 0.0006661432591981155 + 0.*I, 0.0006887688282164461 + 0.*I, 0.0007177368699817777 + 0.*I, 0.00019834450299960338 + 0.*I, 0.000024953762012280833 + 0.*I, 1.6152811976866133*^-6 + 0.*I, 5.4520210568398404*^-8 + 0.*I, 9.177991699971245*^-10 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.010067336532793016 + 0.*I, 0.9106709277357906 + 0.*I, 0.758834683919396 + 0.*I, 0.11687582798478591 + 0.*I, 0.031419999690185385 + 0.*I, 0.010303395605193446 + 0.*I, 0.0026418365281832834 + 0.*I, 0.0004036294166009924 + 0.*I, 0.0008305209580061756 + 0.*I, 0.0024524209439880096 + 0.*I, 0.0011663682357943017 + 0.*I, 0.002871851634811407 + 0.*I, 0.0003582701227911045 + 0.*I, 0.00037096323741714343 + 0.*I, 0.00013845566719794533 + 0.*I, 0.0006918564976032826 + 0.*I, 0.000684587217003596 + 0.*I, 0.0007400478670094303 + 0.*I, 0.0002076992041910586 + 0.*I, 0.00002640275340581866 + 0.*I, 1.7206174041106694*^-6 + 0.*I, 5.8269389313636566*^-8 + 0.*I, 9.82214309885876*^-10 + 0.*I, 5.995204332975846*^-13 + 0.*I, 8.415490526658687*^-12 + 0.*I}
{0.008213124672207252 + 0.*I, 0.9059006842864094 + 0.*I, 0.7570798044197913 + 0.*I, 0.11298857567398901 + 0.*I, 0.030562846980597417 + 0.*I, 0.010169900166601133 + 0.*I, 0.0026389446458052745 + 0.*I, 0.0004030253763831482 + 0.*I, 0.0008705278480070079 + 0.*I, 0.0025265186363920837 + 0.*I, 0.0011263822775831045 + 0.*I, 0.0029554432291911685 + 0.*I, 0.0003204888417984719 + 0.*I, 0.0003891480325979302 + 0.*I, 0.00015716908361440574 + 0.*I, 0.0007173901428014774 + 0.*I, 0.0006794066639947971 + 0.*I, 0.0007626664594084787 + 0.*I, 0.00021739174760337934 + 0.*I, 0.000027921333001224014 + 0.*I, 1.8317320105154522*^-6 + 0.*I, 6.223359605428413*^-8 + 0.*I, 1.0496048474806232*^-9 + 0.*I, 3.996802888650564*^-13 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.006521594476005533 + 0.*I, 0.9007119852745937 + 0.*I, 0.7550285674458036 + 0.*I, 0.10912647047620627 + 0.*I, 0.029721364408596962 + 0.*I, 0.01003684525942017 + 0.*I, 0.0026353700361969605 + 0.*I, 0.00040199346940106295 + 0.*I, 0.0009119724033945787 + 0.*I, 0.0026015299340098608 + 0.*I, 0.0010829751959873235 + 0.*I, 0.003038404514588145 + 0.*I, 0.00028200957420398964 + 0.*I, 0.0004076447032153041 + 0.*I, 0.00017634562501367418 + 0.*I, 0.0007426951964095707 + 0.*I, 0.0006731997734155115 + 0.*I, 0.0007855794417865881 + 0.*I, 0.0002274291677872853 + 0.*I, 0.000029511985610852776 + 0.*I, 1.9488705982340093*^-6 + 0.*I, 6.642402183842934*^-8 + 0.*I, 1.1221912288306157*^-9 + 0.*I, 7.993605777301128*^-13 + 0.*I, 8.193445921733655*^-12 + 0.*I}
{0.004998628006180895 + 0.*I, 0.8951081481120116 + 0.*I, 0.7526862453580031 + 0.*I, 0.1052926705465973 + 0.*I, 0.028896158808788822 + 0.*I, 0.009904376997194044 + 0.*I, 0.0026311305981963073 + 0.*I, 0.0004005211035940093 + 0.*I, 0.0009548819764004791 + 0.*I, 0.0026774090946091182 + 0.*I, 0.0010360761663941176 + 0.*I, 0.0031206020157936725 + 0.*I, 0.0002429059417830004 + 0.*I, 0.0004264323332003883 + 0.*I, 0.00019596844560432206 + 0.*I, 0.0007677217364054912 + 0.*I, 0.000665940008004462 + 0.*I, 0.0008087727725980544 + 0.*I, 0.00023781841260728245 + 0.*I, 0.000031177237791446544 + 0.*I, 2.0722832116959466*^-6 + 0.*I, 7.084841602278404*^-8 + 0.*I, 1.197797416807589*^-9 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 8.21565038222616*^-12 + 0.*I}
