{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.03637715589599466 + 0.*I, 0.5170259119392034 + 0.*I, 0.26479462165180934 + 0.*I, 0.25002311528299354 + 0.*I, 0.03612606919600748 + 0.*I, 0.0023664846916071625 + 0.*I, 0.00009045712978661413 + 0.*I, 2.2766335927570935*^-6 + 0.*I, 2.324480607995838*^-8 + 0.*I, 1.3678346011403164*^-6 + 0.*I, 0.00001597729939462056 + 0.*I, 0.00007412057601019485 + 0.*I, 0.000027666069790655005 + 0.*I, 0.000047855997387102896 + 0.*I, 0.000027655668799475563 + 0.*I, 0.000036805717207322175 + 0.*I, 6.429320009715411*^-6 + 0.*I, 4.3543999517225984*^-7 + 0.*I, 1.5635381878098542*^-8 + 0.*I, 3.3699709689472007*^-10 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I}
{0.033806006921 + 0.*I, 0.5186018526953939 + 0.*I, 0.2603907039995912 + 0.*I, 0.25216323555299347 + 0.*I, 0.03725214860419435 + 0.*I, 0.002501045827396631 + 0.*I, 0.00009813803560909662 + 0.*I, 2.5379278012493955*^-6 + 0.*I, 2.743580918007638*^-8 + 0.*I, 1.5432318090091712*^-6 + 0.*I, 0.000017519342399019425 + 0.*I, 0.00007858981998509763 + 0.*I, 0.000025660094205015586 + 0.*I, 0.00004910279058911726 + 0.*I, 0.00002766864040104622 + 0.*I, 0.00003906152199473212 + 0.*I, 7.047026806539236*^-6 + 0.*I, 4.909514128570437*^-7 + 0.*I, 1.810398497781307*^-8 + 0.*I, 4.0198955275627673*^-10 + 0.*I, 1.998401444325282*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.21565038222616*^-12 + 0.*I, 8.21565038222616*^-12 + 0.*I}
{0.03126667231678759 + 0.*I, 0.5204375438128073 + 0.*I, 0.2563344184505878 + 0.*I, 0.25423936860720087 + 0.*I, 0.03838121594561539 + 0.*I, 0.0026400273124060902 + 0.*I, 0.00010630499500674517 + 0.*I, 2.8238953841963625*^-6 + 0.*I, 3.230740119875009*^-8 + 0.*I, 1.7381158068374705*^-6 + 0.*I, 0.000019182337607226433 + 0.*I, 0.0000832184402055347 + 0.*I, 0.000023391398795702404 + 0.*I, 0.00005032171601637714 + 0.*I, 0.00002760771999898992 + 0.*I, 0.000041403099215742145 + 0.*I, 7.712855198960256*^-6 + 0.*I, 5.525768065339776*^-7 + 0.*I, 2.091899986567114*^-8 + 0.*I, 4.777955808776825*^-10 + 0.*I, 9.99200722162641*^-13 + 0.*I, 8.21565038222616*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I}
{0.0287674354520151 + 0.*I, 0.5225250002224013 + 0.*I, 0.2526258120862046 + 0.*I, 0.2562528976506107 + 0.*I, 0.03951215215878268 + 0.*I, 0.0027833965813961466 + 0.*I, 0.00011497578480401673 + 0.*I, 3.136313808660418*^-6 + 0.*I, 3.7957392784448984*^-8 + 0.*I, 1.9543139995192864*^-6 + 0.*I, 0.000020973413583647016 + 0.*I, 0.00008800492459215549 + 0.*I, 0.000020848897586134285 + 0.*I, 0.00005150932840258804 + 0.*I, 0.00002746946621279278 + 0.*I, 0.00004383047298439636 + 0.*I, 8.429613607141562*^-6 + 0.*I, 6.208837888266317*^-7 + 0.*I, 2.4123614217330672*^-8 + 0.*I, 5.665912183872024*^-10 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 7.793765632868599*^-12 + 0.*I, 7.793765632868599*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I, 7.793765632868599*^-12 + 0.*I}
{0.02631646420521161 + 0.*I, 0.5248559918348022 + 0.*I, 0.24926459172160967 + 0.*I, 0.25820520155259713 + 0.*I, 0.04064383212480927 + 0.*I, 0.002931111329607106 + 0.*I, 0.000124167973414302 + 0.*I, 3.477037591181897*^-6 + 0.*I, 4.449660639949116*^-8 + 0.*I, 2.1937964111984343*^-6 + 0.*I, 0.00002289995559845437 + 0.*I, 0.00009294720300090376 + 0.*I, 0.00001802163558384251 + 0.*I, 0.000052662162008942914 + 0.*I, 0.000027250506984266565 + 0.*I, 0.000046343454407349334 + 0.*I, 9.200207196080612*^-6 + 0.*I, 6.964805843168166*^-7 + 0.*I, 2.7764990306877735*^-8 + 0.*I, 6.70197231045222*^-10 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 7.01660951563099*^-12 + 0.*I, 7.216449660063519*^-12 + 0.*I, 7.194245199571015*^-12 + 0.*I, 7.194245199571015*^-12 + 0.*I}
{0.0239217936355951 + 0.*I, 0.5274220574756017 + 0.*I, 0.24625012965098225 + 0.*I, 0.2600976443974057 + 0.*I, 0.04177512614340628 + 0.*I, 0.003083119413616054 + 0.*I, 0.0001338988605992242 + 0.*I, 3.8479991859574625*^-6 + 0.*I, 5.205138542407895*^-8 + 0.*I, 2.4586804148185593*^-6 + 0.*I, 0.000024969602807622948 + 0.*I, 0.00009804261960066897 + 0.*I, 0.00001489881780170066 + 0.*I, 0.00005377673959472418 + 0.*I, 0.00002694755019128081 + 0.*I, 0.000048941632591059665 + 0.*I, 0.000010027638608356428 + 0.*I, 7.800194046225783*^-7 + 0.*I, 3.18929993525785*^-8 + 0.*I, 7.890132991406064*^-10 + 0.*I, 5.2180482157382365*^-12 + 0.*I, 7.59392548843607*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I, 7.793765632868599*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I}
{0.021591308639612453 + 0.*I, 0.5302145193905955 + 0.*I, 0.2435814695303851 + 0.*I, 0.2619315654819987 + 0.*I, 0.042904901362383896 + 0.*I, 0.0032393587847900918 + 0.*I, 0.00014418541880445446 + 0.*I, 4.251212604167165*^-6 + 0.*I, 6.075899783297702*^-8 + 0.*I, 2.7512356171044416*^-6 + 0.*I, 0.00002719024259079106 + 0.*I, 0.00010328790260860644 + 0.*I, 0.00001146983479305419 + 0.*I, 0.0000548495865837495 + 0.*I, 0.000026557395194082293 + 0.*I, 0.000051624370001057684 + 0.*I, 0.000010915012405021685 + 0.*I, 8.722025990337556*^-7 + 0.*I, 3.6567993078051586*^-8 + 0.*I, 9.283906976520484*^-10 + 0.*I, 8.415490526658687*^-12 + 0.*I, 7.194245199571015*^-12 + 0.*I, 7.59392548843607*^-12 + 0.*I, 7.416289804496046*^-12 + 0.*I, 7.616129948928574*^-12 + 0.*I}
{0.019332726548193513 + 0.*I, 0.5332244984348034 + 0.*I, 0.24125733240600855 + 0.*I, 0.26370826978578954 + 0.*I, 0.044032023148599116 + 0.*I, 0.0033997574327981894 + 0.*I, 0.00015504422459233783 + 0.*I, 4.688764998483919*^-6 + 0.*I, 7.077758379381295*^-8 + 0.*I, 3.0739010004054994*^-6 + 0.*I, 0.000029570014814517268 + 0.*I, 0.00010867914619350218 + 0.*I, 7.724301798184287*^-6 + 0.*I, 0.00005587723519440147 + 0.*I, 0.000026076938008934292 + 0.*I, 0.00005439078658575625 + 0.*I, 0.00001186552560650256 + 0.*I, 9.737786133001691*^-7 + 0.*I, 4.185138902101926*^-8 + 0.*I, 1.0885958801054587*^-9 + 0.*I, 1.1213252548714081*^-11 + 0.*I, 7.59392548843607*^-12 + 0.*I, 7.59392548843607*^-12 + 0.*I, 7.793765632868599*^-12 + 0.*I, 7.59392548843607*^-12 + 0.*I}
{0.017153579592998902 + 0.*I, 0.5364429300596052 + 0.*I, 0.23927612293601633 + 0.*I, 0.26542901897179677 + 0.*I, 0.04515535642599656 + 0.*I, 0.003564233371999848 + 0.*I, 0.00016649139900071222 + 0.*I, 5.162820992943296*^-6 + 0.*I, 8.228220327310966*^-8 + 0.*I, 3.429286210554494*^-6 + 0.*I, 0.000032117304193945984 + 0.*I, 0.00011421177761317126 + 0.*I, 3.6520817925378424*^-6 + 0.*I, 0.0000568562392055938 + 0.*I, 0.000025503183387343146 + 0.*I, 0.000057239756601212825 + 0.*I, 0.000012882473798825346 + 0.*I, 1.08555000544186*^-6 + 0.*I, 4.781299800526995*^-8 + 0.*I, 1.2736034449289946*^-9 + 0.*I, 1.461053500406706*^-11 + 0.*I, 7.815970093361104*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.193445921733655*^-12 + 0.*I, 7.993605777301129*^-12 + 0.*I}
{0.01506119722238797 + 0.*I, 0.5398605811982093 + 0.*I, 0.23763593580479192 + 0.*I, 0.2670950229354041 + 0.*I, 0.046273766964799457 + 0.*I, 0.0037326946453974945 + 0.*I, 0.00017854254299454198 + 0.*I, 5.675619596523518*^-6 + 0.*I, 9.546821111428017*^-8 + 0.*I, 3.820184191205556*^-6 + 0.*I, 0.00003484073698434287 + 0.*I, 0.00011988053441047698 + 0.*I, 7.56678608659911*^-7 + 0.*I, 0.00005778318381555181 + 0.*I, 0.000024833255007905567 + 0.*I, 0.00006016989719803689 + 0.*I, 0.00001396924678154221 + 0.*I, 1.2083742007007459*^-6 + 0.*I, 5.4529003534753435*^-8 + 0.*I, 1.4872103548668747*^-9 + 0.*I, 1.8607337892717624*^-11 + 0.*I, 8.21565038222616*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I}
{0.013062688223408614 + 0.*I, 0.5434680681233983 + 0.*I, 0.23633456235219175 + 0.*I, 0.26870743193621044 + 0.*I, 0.04738612263099907 + 0.*I, 0.003905039356788542 + 0.*I, 0.000191212670785923 + 0.*I, 6.2294710057031474*^-6 + 0.*I, 1.1055401039072878*^-7 + 0.*I, 4.249580198845138*^-6 + 0.*I, 0.00003774917680665624 + 0.*I, 0.00012567943878938337 + 0.*I, 5.511517997547344*^-6 + 0.*I, 0.00005865469578925087 + 0.*I, 0.000024064401404899627 + 0.*I, 0.00006317956098289557 + 0.*I, 0.000015129327790575077 + 0.*I, 1.34316520128408*^-6 + 0.*I, 6.208340508351284*^-8 + 0.*I, 1.7328138923744518*^-9 + 0.*I, 2.34035013590983*^-11 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I, 8.815170815523743*^-12 + 0.*I}
{0.011164922634598895 + 0.*I, 0.5472558753410073 + 0.*I, 0.23536949743341307 + 0.*I, 0.2702673293403901 + 0.*I, 0.04849129460160473 + 0.*I, 0.004081155730006891 + 0.*I, 0.00020451614681782362 + 0.*I, 6.826755183375611*^-6 + 0.*I, 1.2778240687794096*^-7 + 0.*I, 4.720661794799241*^-6 + 0.*I, 0.00004085171900758411 + 0.*I, 0.00013160177201321233 + 0.*I, 0.000010621627799523026 + 0.*I, 0.000059467456403616836 + 0.*I, 0.00002319400840278263 + 0.*I, 0.00006626682740318302 + 0.*I, 0.00001636629061163575 + 0.*I, 1.4908974055316548*^-6 + 0.*I, 7.056721873510696*^-8 + 0.*I, 2.0146107004848095*^-9 + 0.*I, 2.8599345114344032*^-11 + 0.*I, 9.2148511043888*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.614531393253857*^-12 + 0.*I, 9.814371537686385*^-12 + 0.*I}
{0.009374513438409338 + 0.*I, 0.5512143755679988 + 0.*I, 0.2347379465123867 + 0.*I, 0.2717757249963926 + 0.*I, 0.04958815854838594 + 0.*I, 0.004260922197985018 + 0.*I, 0.0002184666229920751 + 0.*I, 7.469921015079707*^-6 + 0.*I, 1.4742260745492788*^-7 + 0.*I, 5.236827416155165*^-6 + 0.*I, 0.000044157681999834615 + 0.*I, 0.00013764004860306045 + 0.*I, 0.000016095821808725933 + 0.*I, 0.000060218213193685706 + 0.*I, 0.00002221960699877457 + 0.*I, 0.00006942949679622501 + 0.*I, 0.000017683800002110672 + 0.*I, 1.6526100043989802*^-6 + 0.*I, 8.008180785168407*^-8 + 0.*I, 2.3388180281358477*^-9 + 0.*I, 3.559375016948252*^-11 + 0.*I, 8.992806499463768*^-12 + 0.*I, 9.614531393253857*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I}
{0.007697798042993754 + 0.*I, 0.5553338508143935 + 0.*I, 0.23443683299499973 + 0.*I, 0.2732335492573901 + 0.*I, 0.05067559579059466 + 0.*I, 0.00444420751199992 + 0.*I, 0.00023307697061270008 + 0.*I, 8.16147960325253*^-6 + 0.*I, 1.6977359518222102*^-7 + 0.*I, 5.801699010099526*^-6 + 0.*I, 0.00004767660199966883 + 0.*I, 0.00014378599439979212 + 0.*I, 0.000021942499195404253 + 0.*I, 0.000060903790011224146 + 0.*I, 0.000021138881001192548 + 0.*I, 0.00007266507842107472 + 0.*I, 0.000019085606406399336 + 0.*I, 1.8294072035018873*^-6 + 0.*I, 9.073641837886727*^-8 + 0.*I, 2.7105873101618276*^-9 + 0.*I, 4.45865566689463*^-11 + 0.*I, 7.993605777301129*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.006140819560007672 + 0.*I, 0.5596045145763978 + 0.*I, 0.2344628058068121 + 0.*I, 0.27464164767079247 + 0.*I, 0.0517524944227965 + 0.*I, 0.004630870880784067 + 0.*I, 0.00024835921819121864 + 0.*I, 8.904000581289042*^-6 + 0.*I, 1.9516979143929802*^-7 + 0.*I, 6.4191338022823174*^-6 + 0.*I, 0.00005141822441157018 + 0.*I, 0.0001500305222057463 + 0.*I, 0.000028169614596507134 + 0.*I, 0.00006152109939261408 + 0.*I, 0.00001994967600005282 + 0.*I, 0.00007597078499621546 + 0.*I, 0.000020575542203360442 + 0.*I, 2.0224603991536583*^-6 + 0.*I, 1.0264860073050387*^-7 + 0.*I, 3.1344038475822344*^-9 + 0.*I, 5.4001247917767614*^-11 + 0.*I, 8.193445921733655*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.004709307908590255 + 0.*I, 0.5640165351282035 + 0.*I, 0.23481224721619845 + 0.*I, 0.27600077635139275 + 0.*I, 0.05281775043139981 + 0.*I, 0.004820762144985836 + 0.*I, 0.0002643244942035494 + 0.*I, 9.700113801081047*^-6 + 0.*I, 2.239764151923396*^-7 + 0.*I, 7.093228981958078*^-6 + 0.*I, 0.000055392489395345024 + 0.*I, 0.00015636370460647697 + 0.*I, 0.000034784645008834054 + 0.*I, 0.00006206715978951394 + 0.*I, 0.00001865001020284751 + 0.*I, 0.00007934352821425962 + 0.*I, 0.00002215752461509624 + 0.*I, 2.2330164162198685*^-6 + 0.*I, 1.1595000515285392*^-7 + 0.*I, 3.6183944729373256*^-9 + 0.*I, 6.559197629485425*^-11 + 0.*I, 7.793765632868599*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I}
{0.0034086607944017193 + 0.*I, 0.5685600598741987 + 0.*I, 0.2354812808859963 + 0.*I, 0.2773115980253982 + 0.*I, 0.05387026878300726 + 0.*I, 0.005013721961000251 + 0.*I, 0.000280982958411613 + 0.*I, 0.00001055249920778323 + 0.*I, 2.56599785863898*^-7 + 0.*I, 7.828339798621187*^-6 + 0.*I, 0.000059609525804305015 + 0.*I, 0.00016277475540782405 + 0.*I, 0.00004179455399544452 + 0.*I, 0.00006253910198594782 + 0.*I, 0.000017238079985659738 + 0.*I, 0.00008277990679594893 + 0.*I, 0.00002383554518203823 + 0.*I, 2.462396198055217*^-6 + 0.*I, 1.3078118588083498*^-7 + 0.*I, 4.169598000203224*^-9 + 0.*I, 7.86037901434611*^-11 + 0.*I, 7.194245199571015*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.0022439246077921027 + 0.*I, 0.5732252407091964 + 0.*I, 0.23646578015601438 + 0.*I, 0.27857467877121517 + 0.*I, 0.05490896450939254 + 0.*I, 0.00520958202578914 + 0.*I, 0.00029834374779547096 + 0.*I, 0.00001146388359796191 + 0.*I, 2.9348801167117244*^-7 + 0.*I, 8.629087000500135*^-6 + 0.*I, 0.00006407963639709635 + 0.*I, 0.00016925200598816303 + 0.*I, 0.0000492057605994134 + 0.*I, 0.0000629341857960597 + 0.*I, 0.000015712269796352984 + 0.*I, 0.00008627620220469369 + 0.*I, 0.00002561367058451225 + 0.*I, 2.7119982037859813*^-6 + 0.*I, 1.472957977810552*^-7 + 0.*I, 4.796008035157229*^-9 + 0.*I, 9.339196083146817*^-11 + 0.*I, 7.416289804496046*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.001219775310001836 + 0.*I, 0.5780022603105976 + 0.*I, 0.2377613765449871 + 0.*I, 0.2797904854410005 + 0.*I, 0.055932763783395074 + 0.*I, 0.005408165321596493 + 0.*I, 0.00031641491740064254 + 0.*I, 0.000012437037599788427 + 0.*I, 3.351333877077423*^-7 + 0.*I, 9.500368602921583*^-6 + 0.*I, 0.00006881328360464067 + 0.*I, 0.0001757828822057661 + 0.*I, 0.00005702410299512906 + 0.*I, 0.0000632498126096337 + 0.*I, 0.000014071160814310701 + 0.*I, 0.00008982837240711916 + 0.*I, 0.00002749603700280545 + 0.*I, 2.983305202874931*^-6 + 0.*I, 1.656613957123909*^-7 + 0.*I, 5.507216904732104*^-9 + 0.*I, 1.1040057756872558*^-10 + 0.*I, 7.216449660063519*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.00034049938899549664 + 0.*I, 0.582881359269205 + 0.*I, 0.2393634684495938 + 0.*I, 0.28095938376180296 + 0.*I, 0.056940604988597876 + 0.*I, 0.005609286385399591 + 0.*I, 0.00033520338340586875 + 0.*I, 0.00001347476841218054 + 0.*I, 3.820785909880442*^-7 + 0.*I, 0.000010447373410826799 + 0.*I, 0.00007382107580777843 + 0.*I, 0.00018235388641318909 + 0.*I, 0.00006525480620300783 + 0.*I, 0.00006348353840390786 + 0.*I, 0.000012313538011454739 + 0.*I, 0.00009343204498968306 + 0.*I, 0.000029486843988735245 + 0.*I, 3.277883409147364*^-6 + 0.*I, 1.8605901264123759*^-7 + 0.*I, 6.31379393212228*^-9 + 0.*I, 1.304067964724709*^-10 + 0.*I, 7.01660951563099*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I, 9.2148511043888*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I}
{0.0003900250319821552 + 0.*I, 0.5878528639474023 + 0.*I, 0.24126723003139453 + 0.*I, 0.2820816371100099 + 0.*I, 0.05793143979058169 + 0.*I, 0.005812751606404377 + 0.*I, 0.00035471487158655895 + 0.*I, 0.000014579913609757968 + 0.*I, 4.3491898971126375*^-7 + 0.*I, 0.000011475591810139463 + 0.*I, 0.00007911374979574504 + 0.*I, 0.00018895057600776258 + 0.*I, 0.00007390244820548732 + 0.*I, 0.00006363308640011667 + 0.*I, 0.000010438399811185661 + 0.*I, 0.00009708250980899892 + 0.*I, 0.0000315903526004746 + 0.*I, 3.5973884093820634*^-6 + 0.*I, 2.0868518024741436*^-7 + 0.*I, 7.226796938653024*^-9 + 0.*I, 1.5358825322664416*^-10 + 0.*I, 6.794564910705959*^-12 + 0.*I, 9.2148511043888*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I}
{0.0009683468228161018 + 0.*I, 0.592907214933594 + 0.*I, 0.24346762026639102 + 0.*I, 0.2831574059420028 + 0.*I, 0.05890423421039959 + 0.*I, 0.0060183595454121885 + 0.*I, 0.0003749538634023608 + 0.*I, 0.000015755334814571142 + 0.*I, 4.943095932574694*^-7 + 0.*I, 0.000012590828801783973 + 0.*I, 0.00008470215520084423 + 0.*I, 0.00019555754560141028 + 0.*I, 0.0000829709231986442 + 0.*I, 0.00006369636098568776 + 0.*I, 8.444963595088952*^-6 + 0.*I, 0.00010077471499503333 + 0.*I, 0.000033810876187700956 + 0.*I, 3.943566784236907*^-6 + 0.*I, 2.3375139601711228*^-7 + 0.*I, 8.258393968674229*^-9 + 0.*I, 1.793898363189328*^-10 + 0.*I, 7.194245199571015*^-12 + 0.*I, 9.814371537686385*^-12 + 0.*I, 9.992007221626409*^-12 + 0.*I, 9.992007221626409*^-12 + 0.*I}
{0.001391460116395571 + 0.*I, 0.5980349959459981 + 0.*I, 0.24595939214400178 + 0.*I, 0.2841867478720062 + 0.*I, 0.05985796970640056 + 0.*I, 0.006225901283984925 + 0.*I, 0.00039592355280948516 + 0.*I, 0.00001700391361048048 + 0.*I, 5.609650077786911*^-7 + 0.*I, 0.000013799213616216834 + 0.*I, 0.00009059723100612872 + 0.*I, 0.00020215840679238537 + 0.*I, 0.0000924634126153734 + 0.*I, 0.0000636714631907509 + 0.*I, 6.332677604525828*^-6 + 0.*I, 0.00010450326199951121 + 0.*I, 0.000036152778615239356 + 0.*I, 4.3182625919513384*^-6 + 0.*I, 2.6148860854391387*^-7 + 0.*I, 9.423817282083746*^-9 + 0.*I, 2.098099471936621*^-10 + 0.*I, 6.59472476627343*^-12 + 0.*I, 1.0214051826551442*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 1.0191847366058939*^-11 + 0.*I}
{0.0016568220793988788 + 0.*I, 0.6032269630257964 + 0.*I, 0.248737101974994 + 0.*I, 0.2851696183651998 + 0.*I, 0.060791644259206024 + 0.*I, 0.006435160787399141 + 0.*I, 0.0004176257959898067 + 0.*I, 0.000018328540996037646 + 0.*I, 6.356696058418265*^-7 + 0.*I, 0.000015107215589615919 + 0.*I, 0.00009680998780403627 + 0.*I, 0.00020873577619706654 + 0.*I, 0.00010238234577908402 + 0.*I, 0.00006355670081337195 + 0.*I, 4.1012251816852086*^-6 + 0.*I, 0.00010826239797978587 + 0.*I, 0.000038620464004601736 + 0.*I, 4.723416791030388*^-6 + 0.*I, 2.9214499708274394*^-7 + 0.*I, 1.0737610800504175*^-8 + 0.*I, 2.4520385721871207*^-10 + 0.*I, 5.995204332975846*^-12 + 0.*I, 9.792167077193882*^-12 + 0.*I, 1.0014211682118914*^-11 + 0.*I, 1.0014211682118914*^-11 + 0.*I}
{0.001762370072588837 + 0.*I, 0.6084740738424077 + 0.*I, 0.251795118801601 + 0.*I, 0.2861058720389887 + 0.*I, 0.061704273471208104 + 0.*I, 0.006645915300795836 + 0.*I, 0.00044006107240424086 + 0.*I, 0.000019732111389281215 + 0.*I, 7.19280590644189*^-7 + 0.*I, 0.0000165216545999769 + 0.*I, 0.00010335148559192932 + 0.*I, 0.00021527125559916982 + 0.*I, 0.00011272936921713494 + 0.*I, 0.00006335060440676443 + 0.*I, 1.7505338067991263*^-6 + 0.*I, 0.00011204601340075727 + 0.*I, 0.000041218371382711894 + 0.*I, 5.1610738127649824*^-6 + 0.*I, 3.2598799215577406*^-7 + 0.*I, 1.2216405664844388*^-8 + 0.*I, 2.8539393071014274*^-10 + 0.*I, 5.2180482157382365*^-12 + 0.*I, 9.992007221626409*^-12 + 0.*I, 9.792167077193882*^-12 + 0.*I, 1.0014211682118914*^-11 + 0.*I}
{0.0017065380566005928 + 0.*I, 0.6137675169228085 + 0.*I, 0.25512763386799087 + 0.*I, 0.28699526453499496 + 0.*I, 0.06259489167739218 + 0.*I, 0.0068579357606068925 + 0.*I, 0.0004632284458017111 + 0.*I, 0.000021217515810967317 + 0.*I, 8.127327921769734*^-7 + 0.*I, 0.00001804971481167428 + 0.*I, 0.0001102328074154002 + 0.*I, 0.00022174542180231072 + 0.*I, 0.00012350531159999178 + 0.*I, 0.00006305194080180598 + 0.*I, 7.192159978686163*^-7 + 0.*I, 0.00011584763699445944 + 0.*I, 0.000043950967598682666 + 0.*I, 5.63338278247727*^-6 + 0.*I, 3.633055856155921*^-7 + 0.*I, 1.3878587168392189*^-8 + 0.*I, 3.3120173270617675*^-10 + 0.*I, 4.596323321948148*^-12 + 0.*I, 1.0191847366058939*^-11 + 0.*I, 1.0391687510491465*^-11 + 0.*I, 1.0391687510491465*^-11 + 0.*I}
{0.001488272103000732 + 0.*I, 0.6190987406065968 + 0.*I, 0.2587286701289937 + 0.*I, 0.2878374549403873 + 0.*I, 0.06346255306899362 + 0.*I, 0.007070987232404846 + 0.*I, 0.0004871255318006363 + 0.*I, 0.000022787633602305846 + 0.*I, 9.170445958162077*^-7 + 0.*I, 0.00001969895420117496 + 0.*I, 0.00011746503221221616 + 0.*I, 0.00022813781019870308 + 0.*I, 0.00013471015281041332 + 0.*I, 0.00006265972678498599 + 0.*I, 3.3075837846396894*^-6 + 0.*I, 0.00011966043320654762 + 0.*I, 0.000046822740795704476 + 0.*I, 6.142604802583663*^-6 + 0.*I, 4.0441039406147194*^-7 + 0.*I, 1.5745782455667268*^-8 + 0.*I, 3.842037799017817*^-10 + 0.*I, 3.419486915845482*^-12 + 0.*I, 9.792167077193882*^-12 + 0.*I, 9.992007221626409*^-12 + 0.*I, 9.792167077193882*^-12 + 0.*I}
{0.00110704485840607 + 0.*I, 0.6244594815146082 + 0.*I, 0.2625920917588065 + 0.*I, 0.2886320087202021 + 0.*I, 0.06430633282779043 + 0.*I, 0.007284829362608215 + 0.*I, 0.0005117484626060431 + 0.*I, 0.000024445321589183777 + 0.*I, 1.033326402222201*^-6 + 0.*I, 0.000021477321787699566 + 0.*I, 0.00012505921218597393 + 0.*I, 0.00023442690919583958 + 0.*I, 0.000146342986595549 + 0.*I, 0.00006217324080015629 + 0.*I, 6.013861808540355*^-6 + 0.*I, 0.00012347719620109388 + 0.*I, 0.000049838187399231515 + 0.*I, 6.691111398282601*^-6 + 0.*I, 4.4963579526324793*^-7 + 0.*I, 1.783919678643997*^-8 + 0.*I, 4.442002321525252*^-10 + 0.*I, 1.998401444325282*^-12 + 0.*I, 9.592326932761354*^-12 + 0.*I, 9.814371537686385*^-12 + 0.*I, 9.792167077193882*^-12 + 0.*I}
{0.0005628688243941582 + 0.*I, 0.6298417923227967 + 0.*I, 0.2667116136392034 + 0.*I, 0.28937840114278135 + 0.*I, 0.06512532828120143 + 0.*I, 0.007499216857809188 + 0.*I, 0.0005370918661817825 + 0.*I, 0.000026193410596064837 + 0.*I, 1.1627840024175386*^-6 + 0.*I, 0.000023393165005103356 + 0.*I, 0.0001330263369903051 + 0.*I, 0.0002405901464053173 + 0.*I, 0.00015840199079075745 + 0.*I, 0.00006159203940203639 + 0.*I, 8.837065390565613*^-6 + 0.*I, 0.00012729034999381383 + 0.*I, 0.00005300180900835728 + 0.*I, 7.281392400138032*^-6 + 0.*I, 4.993428115440679*^-7 + 0.*I, 2.0184187654592737*^-8 + 0.*I, 5.137890113360299*^-10 + 0.*I, 1.998401444325282*^-13 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I}
