{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.3040860573948035 + 0.*I, 0.057281376410611706 + 0.*I, 0.07333531284661189 + 0.*I, 0.2605062203830055 + 0.*I, 0.05519084909801908 + 0.*I, 0.004263645840008046 + 0.*I, 0.00017472966360454476 + 0.*I, 4.469298797715737*^-6 + 0.*I, 7.328659901162383*^-8 + 0.*I, 1.001280169887764*^-7 + 0.*I, 1.1177056169486832*^-6 + 0.*I, 4.945228604391617*^-6 + 0.*I, 1.579090791459237*^-6 + 0.*I, 3.0415969964892042*^-6 + 0.*I, 1.7461273982277705*^-6 + 0.*I, 2.476911609150534*^-6 + 0.*I, 4.5054320274573456*^-7 + 0.*I, 3.200399945058052*^-8 + 0.*I, 1.2251977210553378*^-9 + 0.*I, 3.079758670310184*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.3062648149160019 + 0.*I, 0.06997232185799175 + 0.*I, 0.08658216953141286 + 0.*I, 0.26083159506438136 + 0.*I, 0.05728921347158967 + 0.*I, 0.004556776952413522 + 0.*I, 0.00019194211520190407 + 0.*I, 5.042789785747459*^-6 + 0.*I, 8.49050163509446*^-8 + 0.*I, 1.127965942870901*^-7 + 0.*I, 1.2239063984509357*^-6 + 0.*I, 5.23514098738076*^-6 + 0.*I, 1.43430298749081*^-6 + 0.*I, 3.1159254065826762*^-6 + 0.*I, 1.7414119923842009*^-6 + 0.*I, 2.6254052043483962*^-6 + 0.*I, 4.932225960985193*^-7 + 0.*I, 3.604698761705549*^-8 + 0.*I, 1.41779921136731*^-9 + 0.*I, 3.661515535213766*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.3082812084095998 + 0.*I, 0.08231511285938797 + 0.*I, 0.09948347501098631 + 0.*I, 0.2609506421318075 + 0.*I, 0.05941783344560748 + 0.*I, 0.004864749406818803 + 0.*I, 0.00021055865140340302 + 0.*I, 5.680280201758592*^-6 + 0.*I, 9.816940593765366*^-8 + 0.*I, 1.268471994109177*^-7 + 0.*I, 1.3382470021028325*^-6 + 0.*I, 5.534608615853643*^-6 + 0.*I, 1.272280991670982*^-6 + 0.*I, 3.18822599432167*^-6 + 0.*I, 1.7316630129826651*^-6 + 0.*I, 2.779229602012379*^-6 + 0.*I, 5.391592061698703*^-7 + 0.*I, 4.05306010975437*^-8 + 0.*I, 1.6374013256381659*^-9 + 0.*I, 4.2987835513486055*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.3101340314187962 + 0.*I, 0.0943046717650109 + 0.*I, 0.11203330932298973 + 0.*I, 0.2608623499142038 + 0.*I, 0.06157514445981339 + 0.*I, 0.0051879948253841235 + 0.*I, 0.00023066882579581008 + 0.*I, 6.387830597809341*^-6 + 0.*I, 1.1328520344022763*^-7 + 0.*I, 1.4240582046909367*^-7 + 0.*I, 1.4611845955414537*^-6 + 0.*I, 5.8434451943867324*^-6 + 0.*I, 1.0923655979766522*^-6 + 0.*I, 3.2582845976847356*^-6 + 0.*I, 1.7166640109422817*^-6 + 0.*I, 2.9383471877864054*^-6 + 0.*I, 5.885345988332347*^-7 + 0.*I, 4.5494985556615575*^-8 + 0.*I, 1.8870016660343936*^-9 + 0.*I, 5.040412531798211*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.3118222977138041 + 0.*I, 0.10593642001259784 + 0.*I, 0.12422621914600641 + 0.*I, 0.26056596386179187 + 0.*I, 0.06375951148700489 + 0.*I, 0.005526941545985765 + 0.*I, 0.00025236611200796233 + 0.*I, 7.171969818031699*^-6 + 0.*I, 1.3048060409914797*^-7 + 0.*I, 1.5960679444759765*^-7 + 0.*I, 1.5931884034259271*^-6 + 0.*I, 6.161422416717245*^-6 + 0.*I, 8.939122109197228*^-7 + 0.*I, 3.325886188676464*^-6 + 0.*I, 1.696206397561184*^-6 + 0.*I, 3.1027046043519135*^-6 + 0.*I, 6.415362019396298*^-7 + 0.*I, 5.098361732791546*^-8 + 0.*I, 2.170796875589076*^-9 + 0.*I, 5.96189764223709*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.3133452405381876 + 0.*I, 0.11720627689719709 + 0.*I, 0.1360572172419916 + 0.*I, 0.2600609855244019 + 0.*I, 0.06596923070598672 + 0.*I, 0.0058820137940118755 + 0.*I, 0.0002757479641957162 + 0.*I, 8.039720600372391*^-6 + 0.*I, 1.5000720665625525*^-7 + 0.*I, 1.7859380641027656*^-7 + 0.*I, 1.7347415948165692*^-6 + 0.*I, 6.488270209992209*^-6 + 0.*I, 6.762961968220793*^-7 + 0.*I, 3.3908166052754045*^-6 + 0.*I, 1.6700888005871661*^-6 + 0.*I, 3.272229198714172*^-6 + 0.*I, 6.983557954143294*^-7 + 0.*I, 5.704219319113691*^-8 + 0.*I, 2.492384076901999*^-9 + 0.*I, 6.978861932793735*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.3147023115261938 + 0.*I, 0.12811065758500106 + 0.*I, 0.14752178121060225 + 0.*I, 0.2593471711654028 + 0.*I, 0.06820253129540266 + 0.*I, 0.006253630844810233 + 0.*I, 0.000300915879591912 + 0.*I, 8.998630596224189*^-6 + 0.*I, 1.7214358827288834*^-7 + 0.*I, 1.995213994021583*^-7 + 0.*I, 1.8863388184797716*^-6 + 0.*I, 6.8236726047388174*^-6 + 0.*I, 4.3891039691601463*^-7 + 0.*I, 3.4528629955232763*^-6 + 0.*I, 1.6381188183700603*^-6 + 0.*I, 3.4468319975999866*^-6 + 0.*I, 7.591901995951389*^-7 + 0.*I, 6.372040672886216*^-8 + 0.*I, 2.8568036825049603*^-9 + 0.*I, 8.180123245438155*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.3158931792900166 + 0.*I, 0.13864647038961397 + 0.*I, 0.15861585157119773 + 0.*I, 0.2584245300089938 + 0.*I, 0.0704575773459837 + 0.*I, 0.006642206168394615 + 0.*I, 0.0003279754527962808 + 0.*I, 0.000010056798194213458 + 0.*I, 1.9719699206888214*^-7 + 0.*I, 2.2255359777290098*^-7 + 0.*I, 2.048486602568289*^-6 + 0.*I, 7.1672682011580954*^-6 + 0.*I, 1.811725880429549*^-7 + 0.*I, 3.511813395640218*^-6 + 0.*I, 1.6001135971777105*^-6 + 0.*I, 3.6264043989930883*^-6 + 0.*I, 8.242407867342649*^-7 + 0.*I, 7.107079369461645*^-8 + 0.*I, 3.2682079265100583*^-9 + 0.*I, 9.559020242022599*^-11 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.31691772768600585 + 0.*I, 0.14881111331641608 + 0.*I, 0.16933582918599033 + 0.*I, 0.2572933221363982 + 0.*I, 0.07273246989139004 + 0.*I, 0.007048146568799929 + 0.*I, 0.0003570364238036916 + 0.*I, 0.000011222906182162266 + 0.*I, 2.2550581402214223*^-7 + 0.*I, 2.4786479535521266*^-7 + 0.*I, 2.2217025996695843*^-6 + 0.*I, 7.518647393567336*^-6 + 0.*I, 9.747640472568265*^-8 + 0.*I, 3.5674593945600463*^-6 + 0.*I, 1.555901785188496*^-6 + 0.*I, 3.810819415583922*^-6 + 0.*I, 8.937134143849336*^-7 + 0.*I, 7.914939814668288*^-8 + 0.*I, 3.732592013250269*^-9 + 0.*I, 1.1159961843532074*^-10 + 0.*I, 3.796962744218035*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I}
{0.3177760537665941 + 0.*I, 0.15860246989880536 + 0.*I, 0.1796785720376004 + 0.*I, 0.25595405603200394 + 0.*I, 0.07502524904581254 + 0.*I, 0.007471851311002808 + 0.*I, 0.00038821272339006896 + 0.*I, 0.000012506249591481831 + 0.*I, 2.574420010503786*^-7 + 0.*I, 2.7564079907449473*^-7 + 0.*I, 2.4065148096497073*^-6 + 0.*I, 7.877351415608302*^-6 + 0.*I, 3.9756760106257616*^-7 + 0.*I, 3.619594801662629*^-6 + 0.*I, 1.505322599903991*^-6 + 0.*I, 3.999929010234382*^-6 + 0.*I, 9.678180035166406*^-7 + 0.*I, 8.801619433285168*^-8 + 0.*I, 4.2555958756906875*^-9 + 0.*I, 1.2998491172311333*^-10 + 0.*I, 4.196643033083092*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.3184684654238046 + 0.*I, 0.16801890433719716 + 0.*I, 0.18964139137840344 + 0.*I, 0.25440748579519396 + 0.*I, 0.07733389625359521 + 0.*I, 0.007913711242801824 + 0.*I, 0.0004216225114150874 + 0.*I, 0.00001391677020290416 + 0.*I, 2.934144038846398*^-7 + 0.*I, 3.0607900658452536*^-7 + 0.*I, 2.6034604028168933*^-6 + 0.*I, 8.242871407659892*^-6 + 0.*I, 7.196022000499624*^-7 + 0.*I, 3.6680184001269822*^-6 + 0.*I, 1.4482276045058031*^-6 + 0.*I, 4.193565983356962*^-6 + 0.*I, 1.0467683830839292*^-6 + 0.*I, 9.773439835214504*^-8 + 0.*I, 4.8436143984531554*^-9 + 0.*I, 1.5121237595394632*^-10 + 0.*I, 4.596323321948148*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.31899547872900064 + 0.*I, 0.17705925596140926 + 0.*I, 0.1992220472663897 + 0.*I, 0.2526546080199977 + 0.*I, 0.07965633664122063 + 0.*I, 0.008374107909014938 + 0.*I, 0.00045738820619867226 + 0.*I, 0.00001546508838767835 + 0.*I, 3.3387241860083355*^-7 + 0.*I, 3.393880065871713*^-7 + 0.*I, 2.8130848095386796*^-6 + 0.*I, 8.61464559687164*^-6 + 0.*I, 1.0640500036629419*^-6 + 0.*I, 3.7125322149833555*^-6 + 0.*I, 1.3844827950748595*^-6 + 0.*I, 4.391542196557907*^-6 + 0.*I, 1.1307820013684022*^-6 + 0.*I, 1.0837239994287984*^-7 + 0.*I, 5.5040194624211836*^-9 + 0.*I, 1.7619239400801237*^-10 + 0.*I, 5.617728504603293*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.319357814980803 + 0.*I, 0.1857228330321981 + 0.*I, 0.20841874350678857 + 0.*I, 0.25069665835839583 + 0.*I, 0.08199044146521839 + 0.*I, 0.008853412661391502 + 0.*I, 0.0004956365121877582 + 0.*I, 0.000017162535592696315 + 0.*I, 3.793064085044762*^-7 + 0.*I, 3.757903987988698*^-7 + 0.*I, 3.0359419866954344*^-6 + 0.*I, 8.992060607226906*^-6 + 0.*I, 1.4313455976022738*^-6 + 0.*I, 3.7529445995332367*^-6 + 0.*I, 1.3139662025096757*^-6 + 0.*I, 4.593647817685564*^-6 + 0.*I, 1.2200783938709492*^-6 + 0.*I, 1.2000078708496176*^-7 + 0.*I, 6.2442051529387754*^-9 + 0.*I, 2.039923785446263*^-10 + 0.*I, 5.995204332975846*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.319556397467391 + 0.*I, 0.19400940590619253 + 0.*I, 0.2172301220173978 + 0.*I, 0.2485351077748055 + 0.*I, 0.08433403066121503 + 0.*I, 0.00935198576801355 + 0.*I, 0.000536498437009314 + 0.*I, 0.000019021192398938073 + 0.*I, 4.3025478735359007*^-7 + 0.*I, 4.1551959650831805*^-7 + 0.*I, 3.272591397873726*^-6 + 0.*I, 9.374447618171189*^-6 + 0.*I, 1.8218875963427195*^-6 + 0.*I, 3.7890695914200027*^-6 + 0.*I, 1.236572200191688*^-6 + 0.*I, 4.799652209008798*^-6 + 0.*I, 1.314881403757795*^-6 + 0.*I, 1.3269598753140602*^-7 + 0.*I, 7.072609164993082*^-9 + 0.*I, 2.362110507192483*^-10 + 0.*I, 6.816769371198461*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.31959234795080343 + 0.*I, 0.20191919957861518 + 0.*I, 0.2256552566354042 + 0.*I, 0.24617165849938338 + 0.*I, 0.08668487547680571 + 0.*I, 0.009870175519810509 + 0.*I, 0.0005801093038160232 + 0.*I, 0.000021053920984392963 + 0.*I, 4.87305595875398*^-7 + 0.*I, 4.588224022938903*^-7 + 0.*I, 3.5235973916414314*^-6 + 0.*I, 9.761082608861216*^-6 + 0.*I, 2.2360358009620995*^-6 + 0.*I, 3.820728600167911*^-6 + 0.*I, 1.152210393762232*^-6 + 0.*I, 5.009302395109216*^-6 + 0.*I, 1.415416206462794*^-6 + 0.*I, 1.4653860347380032*^-7 + 0.*I, 7.999001461200807*^-9 + 0.*I, 2.73181477439266*^-10 + 0.*I, 7.793765632868599*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.31946698288340963 + 0.*I, 0.20945288563021247 + 0.*I, 0.2336936463910089 + 0.*I, 0.24360823969600268 + 0.*I, 0.08904070119239993 + 0.*I, 0.010408317336407793 + 0.*I, 0.0006266087529960274 + 0.*I, 0.000023274402183304232 + 0.*I, 5.510999878666212*^-7 + 0.*I, 5.059601848600437*^-7 + 0.*I, 3.789530000908315*^-6 + 0.*I, 0.00001015118680225413 + 0.*I, 2.6741074021785494*^-6 + 0.*I, 3.847749407981383*^-6 + 0.*I, 1.060806198438513*^-6 + 0.*I, 5.22232379562837*^-6 + 0.*I, 1.521909598345417*^-6 + 0.*I, 1.6161298965755577*^-7 + 0.*I, 9.032596892666335*^-9 + 0.*I, 3.1519231669108194*^-10 + 0.*I, 8.79296635503124*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.319181809366409 + 0.*I, 0.21661157359960106 + 0.*I, 0.241345208257604 + 0.*I, 0.24084700285460503 + 0.*I, 0.0913991899246014 + 0.*I, 0.010966732877992769 + 0.*I, 0.0006761407417954502 + 0.*I, 0.000025697173788863384 + 0.*I, 6.223376036729178*^-7 + 0.*I, 5.572065919778879*^-7 + 0.*I, 4.070959991331336*^-6 + 0.*I, 0.00001054392360089196 + 0.*I, 3.1363776020754135*^-6 + 0.*I, 3.869969189551625*^-6 + 0.*I, 9.623027930061312*^-7 + 0.*I, 5.438419004022422*^-6 + 0.*I, 1.6345902187353545*^-6 + 0.*I, 1.7800920737442996*^-7 + 0.*I, 1.0184986187766755*^-8 + 0.*I, 3.634204048807988*^-10 + 0.*I, 1.0014211682118914*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.31873852085659854 + 0.*I, 0.22339680180258895 + 0.*I, 0.24861026941380704 + 0.*I, 0.23789031691738852 + 0.*I, 0.09375798350059752 + 0.*I, 0.011545729158202178 + 0.*I, 0.0007288535306182454 + 0.*I, 0.00002833766818977068 + 0.*I, 7.017807890363771*^-7 + 0.*I, 6.128499929758391*^-7 + 0.*I, 4.368460015946597*^-6 + 0.*I, 0.000010938398409265916 + 0.*I, 3.623074618097633*^-6 + 0.*I, 3.887234401034334*^-6 + 0.*I, 8.56660808956633*^-7 + 0.*I, 5.657268586922726*^-6 + 0.*I, 1.7536874175050345*^-6 + 0.*I, 1.9582160337705545*^-7 + 0.*I, 1.1467604643655706*^-8 + 0.*I, 4.18198808915804*^-10 + 0.*I, 1.1790568521519164*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.3181389926392164 + 0.*I, 0.22981052762158782 + 0.*I, 0.25548955902978676 + 0.*I, 0.23474076315159742 + 0.*I, 0.09611468640620124 + 0.*I, 0.012145597663004716 + 0.*I, 0.0007848996627979333 + 0.*I, 0.000031212249007595005 + 0.*I, 7.902571930173964*^-7 + 0.*I, 6.731935897619223*^-7 + 0.*I, 4.682603615968617*^-6 + 0.*I, 0.000011333659188927926 + 0.*I, 4.134379194553617*^-6 + 0.*I, 3.8994000028935724*^-6 + 0.*I, 7.438589966213272*^-7 + 0.*I, 5.8785295964369774*^-6 + 0.*I, 1.8794304113001203*^-6 + 0.*I, 2.151497868752017*^-7 + 0.*I, 1.2893197620655885*^-8 + 0.*I, 4.806155473602303*^-10 + 0.*I, 1.3389289676979388*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.31738527706579595 + 0.*I, 0.23585511729620204 + 0.*I, 0.261984199601395 + 0.*I, 0.2314011297853913 + 0.*I, 0.09846686879899648 + 0.*I, 0.012766613478998325 + 0.*I, 0.0008444359401948986 + 0.*I, 0.000034338254195631635 + 0.*I, 8.886680058495244*^-7 + 0.*I, 7.385537958981559*^-7 + 0.*I, 5.0139604024224135*^-6 + 0.*I, 0.000011728695592516658 + 0.*I, 4.670423203734231*^-6 + 0.*I, 3.906333811976026*^-6 + 0.*I, 6.238962013682681*^-7 + 0.*I, 6.1018381902755445*^-6 + 0.*I, 2.0120495936026828*^-6 + 0.*I, 2.3609858512685378*^-7 + 0.*I, 1.4476020382403476*^-8 + 0.*I, 5.516032075547629*^-10 + 0.*I, 1.6009416015094757*^-11 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.3164795985787894 + 0.*I, 0.24153333522760617 + 0.*I, 0.26809569786019344 + 0.*I, 0.22787440640938963 + 0.*I, 0.10081206957859302 + 0.*I, 0.013409034427414037 + 0.*I, 0.0009076233812077562 + 0.*I, 0.00003773403181028812 + 0.*I, 9.979897797052217*^-7 + 0.*I, 8.092633896339408*^-7 + 0.*I, 5.363098010136014*^-6 + 0.*I, 0.000012122438008965732 + 0.*I, 5.231284605500264*^-6 + 0.*I, 3.907911994005531*^-6 + 0.*I, 4.967894096097325*^-7 + 0.*I, 6.326805990219953*^-6 + 0.*I, 2.1517724047015463*^-6 + 0.*I, 2.587773995088583*^-7 + 0.*I, 1.6230794486205017*^-8 + 0.*I, 6.322053991425492*^-10 + 0.*I, 1.8407497748285095*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.31542434852860346 + 0.*I, 0.24684833283821206 + 0.*I, 0.27382593527680577 + 0.*I, 0.224163778169606 + 0.*I, 0.10314779951499099 + 0.*I, 0.014073100211620115 + 0.*I, 0.0009746271806054808 + 0.*I, 0.00004141898379828035 + 0.*I, 1.119280601535877*^-6 + 0.*I, 8.856694044823143*^-7 + 0.*I, 5.730578189755419*^-6 + 0.*I, 0.000012513758407273203 + 0.*I, 5.816989001594663*^-6 + 0.*I, 3.904025391854304*^-6 + 0.*I, 3.625768130177676*^-7 + 0.*I, 6.553022813271526*^-6 + 0.*I, 2.298825219071432*^-6 + 0.*I, 2.833018042380786*^-7 + 0.*I, 1.8173196281168206*^-8 + 0.*I, 7.22799597951962*^-10 + 0.*I, 2.100541962590796*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.3142220797905937 + 0.*I, 0.25180363699879305 + 0.*I, 0.2791771581841962 + 0.*I, 0.2202726197543914 + 0.*I, 0.10547154442659414 + 0.*I, 0.0147590315779933 + 0.*I, 0.0010456166532168965 + 0.*I, 0.00004541360678622653 + 0.*I, 1.2536887972203203*^-6 + 0.*I, 9.681333956734761*^-7 + 0.*I, 6.116954587298551*^-6 + 0.*I, 0.000012901469004233945 + 0.*I, 6.4275063937913055*^-6 + 0.*I, 3.894577016438916*^-6 + 0.*I, 2.2131738663944136*^-7 + 0.*I, 6.780056405197856*^-6 + 0.*I, 2.453433989302312*^-6 + 0.*I, 3.0979279141973853*^-7 + 0.*I, 2.032161106058084*^-8 + 0.*I, 8.259837258606241*^-10 + 0.*I, 2.4402702081260944*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.3128755012050011 + 0.*I, 0.25640313805579407 + 0.*I, 0.2841519675482074 + 0.*I, 0.21620448918739935 + 0.*I, 0.10778076839601525 + 0.*I, 0.01546702948460599 + 0.*I, 0.0011207651696043543 + 0.*I, 0.00004973953160458678 + 0.*I, 1.4024539973789276*^-6 + 0.*I, 1.0570336161919158*^-6 + 0.*I, 6.522773010608774*^-6 + 0.*I, 0.000013284323796547428 + 0.*I, 7.062748585973112*^-6 + 0.*I, 3.879482801671941*^-6 + 0.*I, 7.30906002388565*^-8 + 0.*I, 7.007452196283737*^-6 + 0.*I, 2.615820005047454*^-6 + 0.*I, 3.3837739277231554*^-7 + 0.*I, 2.2693980028520855*^-8 + 0.*I, 9.42002031933953*^-10 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.31138747183598886 + 0.*I, 0.26065107748860505 + 0.*I, 0.2887533084022121 + 0.*I, 0.2119631214533957 + 0.*I, 0.11007291703160062 + 0.*I, 0.016197274294182943 + 0.*I, 0.0012002500855867737 + 0.*I, 0.000054419568407126924 + 0.*I, 1.5669171959942219*^-6 + 0.*I, 1.1527617971296424*^-6 + 0.*I, 6.948566788622657*^-6 + 0.*I, 0.000013661018583022157 + 0.*I, 7.722569184132055*^-6 + 0.*I, 3.8586735806589445*^-6 + 0.*I, 8.200260470658806*^-8 + 0.*I, 7.234733412353479*^-6 + 0.*I, 2.78620160276688*^-6 + 0.*I, 3.6918779144912156*^-7 + 0.*I, 2.531139742245614*^-8 + 0.*I, 1.0727863042347965*^-9 + 0.*I, 3.2795988147427124*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.3097609950762026 + 0.*I, 0.26455203521780213 + 0.*I, 0.29298445897800734 + 0.*I, 0.20755242195098503 + 0.*I, 0.11234542075879705 + 0.*I, 0.0169499249788041 + 0.*I, 0.0012842526573964008 + 0.*I, 0.00005947774639469828 + 0.*I, 1.748525590983263*^-6 + 0.*I, 1.2557264117418754*^-6 + 0.*I, 7.394856615938749*^-6 + 0.*I, 0.000014030190809144472 + 0.*I, 8.406760398926849*^-6 + 0.*I, 3.832095196720786*^-6 + 0.*I, 2.4383881580547495*^-7 + 0.*I, 7.461401785313626*^-6 + 0.*I, 2.9647928112552795*^-6 + 0.*I, 4.02362010376578*^-7 + 0.*I, 2.819480204863112*^-8 + 0.*I, 1.2202017174445245*^-9 + 0.*I, 3.7614356074300304*^-11 + 0.*I, 2.62012633811537*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.3079992125987863 + 0.*I, 0.26811091659579844 + 0.*I, 0.2968490195525808 + 0.*I, 0.20297645980138498 + 0.*I, 0.11459569813758731 + 0.*I, 0.01772511834439161 + 0.*I, 0.0013729579519949908 + 0.*I, 0.00006493935860163448 + 0.*I, 1.9488394009670174*^-6 + 0.*I, 1.3663506104322212*^-6 + 0.*I, 7.862147000103903*^-6 + 0.*I, 0.000014390420588483723 + 0.*I, 9.11505300127402*^-6 + 0.*I, 3.7997093915720374*^-6 + 0.*I, 4.122731933620117*^-7 + 0.*I, 7.686937597561894*^-6 + 0.*I, 3.1518023968502007*^-6 + 0.*I, 4.3804460059249095*^-7 + 0.*I, 3.136779724854932*^-8 + 0.*I, 1.385580539192688*^-9 + 0.*I, 4.3409720262843614*^-11 + 0.*I, 2.4202861936828413*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.3061053981722184 + 0.*I, 0.2713329391085928 + 0.*I, 0.30035090103999185 + 0.*I, 0.19823946101780177 + 0.*I, 0.11682115920499393 + 0.*I, 0.018522968277800977 + 0.*I, 0.001466554746198945 + 0.*I, 0.00007083100439508883 + 0.*I, 2.1695401919430424*^-6 + 0.*I, 1.4850721985482098*^-6 + 0.*I, 8.350924196598442*^-6 + 0.*I, 0.000014740231191190391 + 0.*I, 9.847114412764315*^-6 + 0.*I, 3.761493805320981*^-6 + 0.*I, 5.871374053612044*^-7 + 0.*I, 7.91080199125105*^-6 + 0.*I, 3.347433397138389*^-6 + 0.*I, 4.763865968371306*^-7 + 0.*I, 3.485578492501418*^-8 + 0.*I, 1.5713874645939543*^-9 + 0.*I, 4.9604764740252*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
