t,mx_0,mx_1,mx_2,mx_3,mx_4,mx_5,mx_6,mx_7,mx_8,mx_9,mx_10,mx_11,mx_12,mx_13,mx_14,mx_15
6.300000000000001,-0.1381617273227121,-0.15900773531057882,-0.1998334803383513,-0.2215986999626423,-0.23603328930515757,-0.21927285246465228,-0.20263915440529032,-0.18505338919674344,-0.17880481639129647,-0.2072050280015697,-0.17835810219176512,-0.17108915094286073,-0.202565490135237,-0.0551544519869501,-0.1576557516482876,-0.09868442787061249
6.4,-0.14335797146120205,-0.1471168834317231,-0.18522921395989028,-0.21812094724065045,-0.23166127787459362,-0.21593194521963666,-0.2026571550465371,-0.1833247390702922,-0.17788945044427074,-0.19873090373263363,-0.17619238312597918,-0.16311427115242547,-0.1933637076400708,-0.06807251576663913,-0.14795233491456064,-0.10213162788303601
6.5,-0.14724076863350027,-0.13982178283317012,-0.16996978257415188,-0.2128710877853673,-0.22711416447334337,-0.21289540762614728,-0.20273309279110424,-0.18474378345848874,-0.17912869337922008,-0.19130650781168265,-0.1769687897527098,-0.15781993423025284,-0.18291618355767114,-0.08258599976409728,-0.13605533498225855,-0.10503934659299838
6.6000000000000005,-0.14933059368234577,-0.1373915278195771,-0.1551300053739651,-0.20690881831613286,-0.22325640280157674,-0.2099302245358719,-0.2021129771874591,-0.1884517506298386,-0.18127273916141462,-0.18529716888243103,-0.18058286386635317,-0.15635083475402867,-0.17436178466909377,-0.09640865557396407,-0.12305101776720336,-0.10669796856248898
6.7,-0.14916888015749155,-0.13895036184781462,-0.14159198353638527,-0.20118830840582802,-0.220947637989502,-0.20666645146485546,-0.2001134747718354,-0.1931809239233059,-0.18308175442938698,-0.18077937857181983,-0.1859805910149997,-0.1588588564788622,-0.16999750571034417,-0.10718584181186606,-0.11016828912808245,-0.1066770886863419
6.800000000000001,-0.14641786002752621,-0.14280095340441415,-0.12997916084707176,-0.19635476606256347,-0.22084337839813017,-0.20282900171011364,-0.1964394358834405,-0.1978272698550049,-0.18393482650704807,-0.1777655311911701,-0.1917363513272746,-0.1646623859417268,-0.17075270631763603,-0.11301717943700926,-0.09893256329634312,-0.10491860875087847
6.9,-0.1409239167614956,-0.14683852477548223,-0.12056728469748432,-0.19262955512952543,-0.22317935969905456,-0.19828679354201154,-0.19122459390070168,-0.20165934097563,-0.18392689433761028,-0.1762581209640716,-0.19657421926772373,-0.1725800994057974,-0.17611554364438936,-0.11286998791799265,-0.09104694153377448,-0.10169093348294128
7.0,-0.13274054593123566,-0.14901389344579108,-0.11328700028604188,-0.18982155396348593,-0.22762869152633794,-0.1929970511903609,-0.18491132684079598,-0.20427645361729527,-0.18357070055593502,-0.17617204907011805,-0.19960203421572606,-0.1812459020911074,-0.18442545320284273,-0.10678063004207704,-0.08802421262593275,-0.09744844676914194
7.1000000000000005,-0.12218256653394116,-0.14789636117271865,-0.10792248201153433,-0.18751187780315265,-0.23335955505505185,-0.18709237575454607,-0.1782392936926514,-0.20560429104865116,-0.18350381265055213,-0.17727117261423084,-0.2003026400752285,-0.1893526414654396,-0.1933989389676746,-0.09580889988264642,-0.09073551436306608,-0.09269015808194898
7.2,-0.1099407848626695,-0.1432384363300758,-0.10441193912563111,-0.1854059372712708,-0.23932554714033502,-0.18110516690708572,-0.1723602735863822,-0.20598154992840004,-0.1844076054791314,-0.17919476244445184,-0.19846010209001197,-0.19584966836941936,-0.20077160822221987,-0.0818071331345323,-0.09905140711501118,-0.08787389147629471
7.300000000000001,-0.09714778871511678,-0.13620953072936748,-0.10296203365817748,-0.18361342938013414,-0.2445639695084574,-0.175995236364686,-0.16877155244954106,-0.20610392765791832,-0.18698183263913848,-0.18150980437281589,-0.194094502168534,-0.2000472822909685,-0.204876235150492,-0.06709002857423924,-0.11172817375514799,-0.08338040998064117
7.4,-0.08524135810570886,-0.12901091910868215,-0.10376169728532375,-0.18250973606325852,-0.2482207406635659,-0.1727444445238186,-0.16883450881038858,-0.20663948888342665,-0.19170615811807182,-0.18369781126742196,-0.18742136754984787,-0.20159534742625582,-0.20497781682304125,-0.05406196903512126,-0.12664392931173898,-0.07951253572391329
7.5,-0.07562558350585037,-0.1239680054740053,-0.10646062052709547,-0.18223013988386375,-0.24936925772932575,-0.17175017261588568,-0.17308583422576787,-0.20768669235046594,-0.19840092794042266,-0.18513955552757022,-0.1789373512835032,-0.20044923216878524,-0.20131811842429803,-0.04480945221159443,-0.141317682936252,-0.07651758295854988
7.6000000000000005,-0.06930893851929654,-0.12256449194603239,-0.10989670670576884,-0.18234969543624321,-0.24703042761063723,-0.17254387159480197,-0.18086036482197557,-0.20854220643518231,-0.20598986739628103,-0.1852808762279229,-0.16965828466786528,-0.19692774607633848,-0.1949532267673961,-0.04065405828576993,-0.1534457051263668,-0.0746096909940774
7.7,-0.06671219305200725,-0.12490347410423946,-0.11240090002305402,-0.1821588095469464,-0.24060350039200407,-0.17411185876477403,-0.1905432955842247,-0.2080832170383213,-0.21285606880155425,-0.18399834902924986,-0.16125086802444571,-0.19177444811977415,-0.18747060372822916,-0.04174513340836835,-0.16121009878698683,-0.0739732760004307
7.800000000000001,-0.06769663901231403,-0.12977167912110044,-0.11247479537311858,-0.1812373358744595,-0.2303540514608636,-0.17553950865905957,-0.20022681572682713,-0.20550463852302694,-0.21764831899633286,-0.1818481880973751,-0.15570375178517898,-0.18601460102328082,-0.18054139036256686,-0.04685766291711765,-0.16334750230199435,-0.0747439535929857
7.9,-0.07172014044380012,-0.1351730366419859,-0.10935814039733743,-0.17970859219846835,-0.21746384976428995,-0.17646033624689408,-0.2082921701826798,-0.20082622558522575,-0.21993601825462872,-0.17986027777243135,-0.1545398660213782,-0.1805663548257548,-0.17531610491926278,-0.05362243348801182,-0.15920323334396896,-0.07697907402913935
8.0,-0.07800160005653267,-0.1390915578657559,-0.10324977712144626,-0.17801134110713338,-0.2036522754119532,-0.17710251366644,-0.21369450763850212,-0.19486107235661448,-0.22024772290919836,-0.17895238879701206,-0.1580552434335453,-0.17585952355916548,-0.17199561751180412,-0.05933394811014586,-0.14897855285208944,-0.08065636458770627
8.1,-0.08562716674699437,-0.14019393914606512,-0.09524047633389703,-0.17652838841111052,-0.19076820719076035,-0.1781017003524407,-0.21602338864035966,-0.1888110910410004,-0.21955136175798273,-0.17937853520923375,-0.16509367679505818,-0.171734839968488,-0.16998703687720224,-0.06207505918150838,-0.134023446505641,-0.08571243246188098
8.200000000000001,-0.0936124310056905,-0.1381825266626867,-0.08700186687318519,-0.17536310726282742,-0.18053364202053143,-0.18022969900329647,-0.21539554059940463,-0.18378894679390056,-0.2185795317403899,-0.18056986894965116,-0.1734639204284612,-0.1676355822329229,-0.16856802415844574,-0.06147677143703775,-0.1167561386929712,-0.09205823392066287
